Brand,Stockcode,Description,Special Order Only,Sold As,Dealer excl GST,RRP in GST,Category
QSC,CASTERKIT-S,"QSC 3"" CASTER WHEELS (4) KLA181/E18SW",*,EA,213.91,369,E SERIES ACCESSORIES
QSC,E110YM-BK,QSC E110 LOUDSPEAKER YOKEMOUNT,*,EA,376.23,649,E SERIES ACCESSORIES
QSC,E118SW-CVR,QSC E118SW SUBWOOFER COVER,*,EA,289.28,499,E SERIES ACCESSORIES
QSC,E15-CVR,QSC E15 / E115 LOUDSPEAKER COVER,,EA,289.28,499,E SERIES ACCESSORIES
QSC,E15YM-BK,QSC E15 / E115 LOUDSPEAKER YOKEMOUNT,*,EA,463.19,799,E SERIES ACCESSORIES
QSC,E215-CVR,QSC E SERIES 215 COVER,,EA,277.68,479,E SERIES ACCESSORIES
QSC,E218SW-CVR,QSC E SERIES 218SW COVER,,EA,277.68,479,E SERIES ACCESSORIES
QSC,M8-KIT-A,QSC EYEBOLT SUSPENSION KIT,*,EA,173.33,299,E SERIES ACCESSORIES
QSC,SUBCASTERKIT,"QSC 3"" CASTER WHEELS (4) KLA181/E18SW",*,EA,202.32,349,E SERIES ACCESSORIES
QSC,SUBCASTERKIT-E218SW,"QSC 4"" CASTER WHEELS (4) E218SW",*,EA,364.64,629,E SERIES ACCESSORIES
QSC,CP12,QSC CP12 12IN COMPACT POWERED LOUDSPEAKER,,EA,1100.87,1899,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CP12-CVR,QSC CP12 OUTDOOR COVER,,EA,144.35,249,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CP12-TOTE,QSC CP12 TOTE BAG,,EA,184.93,319,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CP12YM,QSC CP12 YOKE MOUNT KIT,*,EA,347.25,599,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CP8,QSC CP8 8IN COMPACT POWERED LOUDSPEAKER,,EA,868.99,1499,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CP8-CVR,QSC CP8 OUTDOOR COVER,,EA,115.36,199,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CP8-TOTE,QSC CP8 TOTE BAG,,EA,161.74,279,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CP8YM,QSC CP8 YOKE MOUNT KIT,,EA,289.28,499,CP SERIES LOUDSPEAKERS + ACCESSORIES
QSC,K10-2,QSC K10.2 10-INCH POWERED LOUDSPEAKER,,EA,1564.64,2699,K.2 SERIES LOUDSPEAKERS
QSC,K12-2,QSC K.2 SERIES 12IN POWERED LOUDSPEAKER,,EA,1680.58,2899,K.2 SERIES LOUDSPEAKERS
QSC,K8-2,QSC K8.2 8-INCH POWERED LOUDSPEAKER,,EA,1448.7,2499,K.2 SERIES LOUDSPEAKERS
QSC,KS112,QSC KS SERIES 12IN 2000W POWERED SUBWOOFER,,EA,2260.29,3899,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,KS112-CVR,QSC KS112 SUBWOOFER COVER,,EA,231.3,399,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,KS118,QSC KS SERIES 18IN 3600W POWERED SUBWOOFER,,EA,3303.77,5699,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,KS118-CVR,QSC KS118 SUBWOOFER COVER,,EA,277.68,479,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,KS212C,QSC KS SERIES 2X12IN 3600W POWERED SUBWOOFER,,EA,3622.61,6249,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,KS212C-CVR,QSC KS212C SUBWOOFER COVER,,EA,277.68,479,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,KS-LOC,QSC KS SERIES LOCK OUT KIT,,EA,45.8,79,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,SP16X,QSC 16IN SPEAKER POLE,*,EA,57.39,99,KS SERIES SUBWOOFERS + ACCESSORIES
QSC,LA108,QSC 8-IN TWO-WAY ACTIVE L-CLASS LINE ARRAY LOUDSPEAKER,,EA,4521.16,7799,L CLASS LINE ARRAY
QSC,LA108-AF,QSC ARRAY FRAME FOR LA108 L-CLASS LOUDSPEAKER,,EA,1274.78,2199,L CLASS LINE ARRAY
QSC,LA108-KIT-SA,QSC STACK ADAPTOR KIT TO COMBINE WITH LA108-AF L-CLASS,,EA,695.07,1199,L CLASS LINE ARRAY
QSC,LA108TOTE,QSC HEAVY-DUTY TRANSPORT TOTE FOR L-CLASS LA108,,EA,289.28,499,L CLASS LINE ARRAY
QSC,LA112,QSC 12-IN TWO-WAY ACTIVE L-CLASS LINE ARRAY,,EA,6376.23,10999,L CLASS LINE ARRAY
QSC,LA112-AF,QSC ARRAY FRAME FOR LA112 L-CLASS LOUDSPEAKER,,EA,1448.7,2499,L CLASS LINE ARRAY
QSC,LA112-KIT-SA,QSC STACK ADAPTOR KIT TO COMBINE WITH LA112-AF L-CLASS,,EA,695.07,1199,L CLASS LINE ARRAY
QSC,LA112TOTE,QSC HEAVY-DUTY TRANSPORT TOTE FOR LA112 L,,EA,306.67,529,L CLASS LINE ARRAY
QSC,LA-KIT-I,QSC LA108/LA112 INSTALLATION KIT,,EA,200,345,L CLASS LINE ARRAY
QSC,LA-KIT-J,QSC INTERNATIONAL JUMPER KIT 2 POWERCON/ETHERCON 60 CM L-CLASS,*,EA,248.7,429,L CLASS LINE ARRAY
QSC,LS118,QSC L CLASS 18IN 3600W POWERED SUBWOOFER,,EA,5640,9729,L CLASS LINE ARRAY
QSC,LS118-DEMO,QSC L CLASS 18IN 3600W POWERED SUBWOOFER,*,EA,5640,0,L CLASS LINE ARRAY
QSC,LS-KIT-J,QSC JUMPER KIT,,EA,371.5942029,641,L CLASS LINE ARRAY
QSC,KW-M10-KIT,QSC EYEBOLT SUSPENSION KIT E/KW/AP SERIES,*,EA,132.75,229,KW SERIES LOUDSPEAKERS + ACCESSORIES
QSC,KW-SUS-KIT-122,QSC SUSPENSION KIT FOR KW122,*,EA,248.7,429,KW SERIES LOUDSPEAKERS + ACCESSORIES
QSC,CB10,QSC 10-INCH COMPACT BATTERY-POWERED 90° LOUDSPEAKER,,EA,1158.84058,1999,CB SERIES LOUDSPEAKERS
QSC,KC12-BK,"QSC 12"" COLUMN SPEAKER SYSTEM - BLACK",,EA,3883.48,6699,KC CLASS ACTIVE LOUDSPEAKERS
QSC,KC12-WH,"QSC 12"" COLUMN SPEAKER SYSTEM - WHITE",*,EA,4057.39,6999,KC CLASS ACTIVE LOUDSPEAKERS
QSC,KC12S-CVR,QSC SOFT PADDED TRANSPORT COVER FOR KC12S SUBWOOFER,*,EA,196.52,339,KC SERIES ACCESSORIES
QSC,TM-30-TOTE,QSC TOUCHMIX-30 TOTE CARRY BAG,*,EA,225.51,389,TOUCHMIX SERIES DIGITAL MIXERS + ACCESSORIES
QSC,TS-1,QSC TOUCHMIX-30 TABLET SUPPORT STAND,*,EA,86.38,149,TOUCHMIX SERIES DIGITAL MIXERS + ACCESSORIES
QSC CINEMA,RBK-12,QSC CINEMA BAFFLE WINGS KIT FOR RSC-112/RSB-212,,EA,1391.73,,CINEMA ACCESSORIES
QSC CINEMA,SC-222X,"QSC CINEMA 2 X 15"" 2-WAY PASSIVE SC LOUDPSPEAKER",*,EA,3101.87,,PASSIVE SCREEN CHANNEL LOUDSPEAKERS
QSC CINEMA,DCA1222,QSC CINEMA DIGITAL CINEMA AMP 375W/CH @ 4OHMS,*,EA,2468.62,,DCA SERIES CINEMA AMPLIFIERS
QSC CINEMA,DCA1622,QSC CINEMA DIGITAL CINEMA AMP 600W/CH @ 4OHMS,*,EA,2683.28,,DCA SERIES CINEMA AMPLIFIERS
QSC CINEMA,DCA1644,QSC CINEMA DIGITAL CINEMA AMP 4X400W/CH @ 4OHMS,*,EA,3058.94,,DCA SERIES CINEMA AMPLIFIERS
QSC CINEMA,DCA1824,QSC CINEMA DIGITAL CINEMA AMP 4X250W/CH @ 4OHMS,*,EA,3058.94,,DCA SERIES CINEMA AMPLIFIERS
QSC CINEMA,DCA2422,QSC CINEMA DIGITAL CINEMA AMP 825W/CH @ 4OHMS,*,EA,3058.94,,DCA SERIES CINEMA AMPLIFIERS
QSC CINEMA,DCA3022,QSC CINEMA DIGITAL CINEMA AMP 1050W/CH @ 4OHMS,*,EA,3434.6,,DCA SERIES CINEMA AMPLIFIERS
QSC CINEMA,DCA3422,QSC CINEMA DIGITAL CINEMA AMP 1250W/CH @ 4OHMS,*,EA,3828.14,,DCA SERIES CINEMA AMPLIFIERS
QSC CINEMA,DAX-202,QSC CINEMA 2-CHANNEL DIGITAL TO ANALOGUE CONVERTER,*,EA,755.02,,CINEMA PROCESSORS
QSC CINEMA,DCM-100,"QSC CINEMA CINEMA MONITOR, CROSSOVER AND PROCESSOR",*,EA,3495.46,,CINEMA PROCESSORS
QSC CINEMA,DCM-300,"QSC CINEMA CINEMA MONITOR, CROSSOVER AND PROCESSOR",*,EA,4526.62,,CINEMA PROCESSORS
QSC CINEMA,DCM-30D,QSC CINEMA CINEMA AMPLIFIER MONITOR & SIGNAL PROCES,*,EA,4194.56,,CINEMA PROCESSORS
QSC CINEMA,DCP-300,QSC CINEMA 16CH CINEMA PROCESSOR WITH BOOTH MONITOR,*,EA,9672.14,,CINEMA PROCESSORS
QSC CINEMA,DPM-300,QSC CINEMA 10-CHANNEL CINEMA PROCESSOR,*,EA,5277.12,,CINEMA PROCESSORS
QSC CINEMA,DPM-300H,QSC CINEMA 10-CHANNEL CINEMA PROCESSOR WITH HDMI,*,EA,6457.76,,CINEMA PROCESSORS
QSC CINEMA,JSDP-80,QSC CINEMA POWER SUPPLY JSD-60/80/100,*,EA,203.81,,CINEMA PROCESSOR ACCESSORIES
QSC CINEMA,JSD-RJM8,QSC CINEMA RJ45 CONNECTOR TO DMA-8 PIN OUT (MALE),*,EA,157.3,,CINEMA PROCESSOR ACCESSORIES
QSC CINEMA,JSD-RJMI,"QSC CINEMA RJ45 CONNECTOR TO JSD, DCI PIN OUT(MALE)",*,EA,145.08,,CINEMA PROCESSOR ACCESSORIES
QSC CINEMA,JSDV-100,QSC CINEMA JSD-100 REMOTE/FADER/VOLUME,*,EA,475.39,,CINEMA PROCESSOR ACCESSORIES
QSC CINEMA,JSDV-80,QSC CINEMA JSD-60/80 REMOTE/FADER/VOLUME,*,EA,442.16,,CINEMA PROCESSOR ACCESSORIES
QSC CINEMA,PAX-4,QSC CINEMA LEFT AND CENTER BREAKOUT BOARD FOR CM-8E,*,EA,108.81,,CINEMA PROCESSOR ACCESSORIES
QSC CINEMA,PXC-4,QSC CINEMA CM-8E BREAKOUT BOARD - LEFT & CENTER,*,EA,122.34,,CINEMA PROCESSOR ACCESSORIES
WILLIAMS AV,DL102,WILLIAMS AV COUNTER LOOP W/ AMPLIFIER AND SURFACE MI,*,EA,605.55,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL102SY1,"WILLIAMS AV COUNTER LOOP SYSTEM W/ AMPLIFIER, PLW120",*,EA,793.08,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL102SY3,"WILLIAMS AV COUNTER LOOP SYSTEM W/ AMPLIFIER, PLW037",*,EA,800.89,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL104-00,WILLIAMS AV DIGI INDUCTION LOOP AMPLIFIER,*,EA,1672.06,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL107NET,WILLIAMS AV INDUCTION LOOP AMP WITH NET CONTROL,,EA,3058.96,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL107NETD,WILLIAMS AV LOOP AMP WITH NET CONTROL AND DANTE,,EA,3789.49,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL107SYS,WILLIAMS AV DL107 INDUCTION LOOP SYSTEM PACK,,EA,5483.05,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL107SYSD,WILLIAMS AV MEDIUM-AREA INDUCTION LOOP PACK,,EA,5529.275362,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL207NET,WILLIAMS AV DUAL LOOP AMP WITH NET CONTROL,*,EA,5961.61,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL207NETD,WILLIAMS AV DUAL LOOP AMP NETWORK AND DANTE,*,EA,6657,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL207SYS,WILLIAMS AV DUAL LOOP AMP NETWORK PACKAGE,*,EA,9098.71,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL207SYSD,WILLIAMS AV DUAL LOOP AMP NETWORK + DANTE PACKAGE,*,EA,9794.1,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL210NET2-0,WILLIAMS AV LARGE AREA 48V LOOP AMPLIFIER,*,EA,7445.07,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL210NETD2-0,WILLIAMS AV LARGE AREA 48V LOOP AMPLIFIER DANTE,*,EA,8719.74,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL210SYS12-0,WILLIAMS AV LARGE AREA 48V LOOP AMP DSP SYS 1 PACK,*,EA,9893.69,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL210SYS12-0D,WILLIAMS AV LARGE AREA 48V LOOP AMP DSP SYS 1 PACK,*,EA,7694.05,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL210SYS22-0,WILLIAMS AV LARGE AREA 48V LOOP AMP DSP SYS 2 PACK,*,2 PK,12546.35,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,DL210SYS22-0D,WILLIAMS AV LARGE 48V LOOP AMP DSP DANTE SYS 2 PACK,*,2 PK,13819.94,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLA240,WILLIAMS AV PLA 240 LOOP AMPLIFIER,,10 PACK,570.12,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLA90,WILLIAMS AV PORTABLE INDUCTION LOOP SYSTEM,*,EA,511.42,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLM001,WILLIAMS AV Power loop mat,*,EA,173.84,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLMFSMP,WILLIAMS AV FIELD STRENGTH METER,,EA,996.23,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLRBP1,WILLIAMS AV Induction loop body-pack receiver,,EA,371.15,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLW002,WILLIAMS AV DIRECT BURIAL CABLE 2.5MM CDS-100M REEL,,EA,950.5,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLW014,WILLIAMS AV Power loop wire 14ga 500' spool Black,,EA,615.32,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLW120,WILLIAMS AV SPOOL WIRE FOR DL102 16 AWG X 120',*,EA,160.75,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLWF100,"WILLIAMS AV POWER LOOP WIRE FLAT  3/4"" WIDE",,EA,202.8985507,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLWF300,"WILLIAMS AV Power loop wire flat  3/4"" wide",,EA,722.76,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,PLWF500,"WILLIAMS AV Power loop wire flat 3/4"" wide",,EA,1172.01,,INDUCTION LOOP SYSTEMS
WILLIAMS AV,ESIRT3,WILLIAMS AV EXTENDED SERVICE AGREEMENT FOR IRT3 INFRARED TRANSMITTER,,EA,1663.62,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IR A4,WILLIAMS AV IR + DISTRIBUTED EMITTER ARRAY,,EA,1850.54,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IR E4-04,WILLIAMS AV IR + INFRARED EMITTER (REPLACES WIR TX9),*,EA,1102.85,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IR M1-04,WILLIAMS AV IR + INFRARED MODULATOR / W-FI SERVER,*,EA,5346,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRA4,WILLIAMS AV IR+ DISTRIBUTED MEITTER ARRAY,*,EA,2006.956522,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRME1,WILLIAMS AV IR+ MODULATOR/W-FI SERVER,*,EA,7054.492754,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRME1D,WILLIAMS AV IR+ CONTROL CENTER WITH DANTE,,EA,6446.04,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRME2,WILLIAMS AV IR+ FLEX,*,EA,8003.478261,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRME2D,WILLIAMS AV IR+ FLEX WITH DANTE,,EA,8707.826087,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY1,WILLIAMS AV SMALL INFRARED SYSTEM 1,,EA,1758.01,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY11,WILLIAMS AV IR+ COMPLETE SYSTEM,,EA,10928.98,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY11D,WILLIAMS AV IR+ COMPLETE WITH DANTE,,EA,11622.43,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY12,WILLIAMS AV IR+ SECURE SYSTEM,,EA,11290.34,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY12D,WILLIAMS AV IR+ SECURE SYSTEM WITH DANTE,,EA,11993.55,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY2,WILLIAMS AV SMALL INFRARED SYSTEM 2,*,EA,2734.68,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY21D,WILLIAMS AV COMMERCIAL IR+ COMPLETE WITH DANTE,,EA,13261.26,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY22D,WILLIAMS AV COMMERCIAL IR+ COMPLETE WITH ARRAY,,EA,15536.52,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY23D,WILLIAMS AV COMMERCIAL-GRADE COMPLETE WITH ARRAY,,EA,13681.65,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY4,WILLIAMS AV MEDIUM-AREA INFRARED SYSTEM W/RX18,,EA,4883.37,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY6,WILLIAMS AV PORTABLE MEDIUM-AREA INFRARED SYSTEM,*,EA,3841.27,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSY7,WILLIAMS AV PORTABLE MEDIUM-AREA INFRARED SYSTEM,*,EA,3259.64,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSYS30,WILLIAMS AV COMMERCIAL IR WITH POE,,EA,3437.89,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSYS31-04,WILLIAMS AV MEDIUM-AREA INFRARED SYSTEM W/RX22-4,,EA,4004.38,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSYS32-00,"WILLIAMS AV MEDIUM-AREA INFRARED SYSTEM URT3,3 WIR RX22-4N",,EA,3635.942029,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRSYS33-00,"WILLIAMS AV MEDIUM-AREA INFRARED SYSTEM 1X IRT3, 5 X IRRX20, 1X BKT024",,EA,5183.768116,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRT1,WILLIAMS AV SMALL AREA INFRARED TRANSMITTER,*,EA,1025.5,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,IRT3-00,WILLIAMS AV COMMERCIAL-GRADE MEDIUM AREA INFRARED TRANSMITTER,,EA,1738.5,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,POE001,WILLIAMS AV POE TRANSFORMER FOR IRT2,*,EA,193.39,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,POEKT1,WILLIAMS AV POE KIT FOR IRT2 MEDIUM-AREA INFRARED TR,*,EA,121.58,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,POEKT2,WILLIAMS AV POE KIT FOR IRT2 MEDIUM-AREA INFRARED TR,*,EA,114.81,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,WIRRX22-4N,WILLIAMS AV SOUNDPLUS 4-CHANNEL BODYPACK RECEIVER,*,EA,517.63,,SOUNDPLUS INFRARED SYSTEMS
WILLIAMS AV,WIRRX22-4N-NKL,WILLIAMS AV 4-CHANNEL BODYPACK RECEIVER WITH NECKLOOP,,EA,644.62,,
WILLIAMS AV,CLP410,WILLIAMS AV CLIP AND LANYARD FOR DWT410 MICROPHONE TRANSCEIVER,*,EA,63.55,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DLR400-ALK,WILLIAMS AV DIGIWAVE RECEIVER 4.0 ONLY,*,EA,526.41,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DLR400-RCH,WILLIAMS AV DIGIWAVE RECEIVER 4.0 RECH BATT,*,EA,641.3,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DLT400,WILLIAMS AV DIGIWAVE TRANSCEIVER 4.0 INC BATT AND PS,*,EA,1177.28,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DLT400-ACM,WILLIAMS AV DIGIWAVE PRODUCTION INTERCOM TRANSCEIVER,*,EA,1355.19,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DLT400-AIM,WILLIAMS AV DIGIWAVE TRANSCEIVER 4.0  INC BATT AND PS,*,EA,1355.19,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWD401,WILLIAMS AV AUDIO BREAKOUT BOX FOR DIGI-WAVE,*,EA,840.03,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSCOM4400,WILLIAMS AV DIGIWAVE TWO WAY INTERCOM SYSTEM,*,EA,6143.26,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSCOM6400,WILLIAMS AV DIGIWAVE 4.0 WIRELESS INTERCOM SYSTEM,*,EA,9317.48,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSCOM6PRO400,WILLIAMS AV DIGIWAVE 2.0 WIRELESS INTERCOM SYSTEM,*,EA,10176.95,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSCOM8400,WILLIAMS AV DIGI-WAVE 400 SERIES WIRELESS INTERCOM SYSTEM-8 PARTICIPANTS,*,EA,12179.12,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSCOM8PRO400,"WILLIAMS AV DIGI-WAVE 400 SERIES WIRELESS INTERCOM SYSTEM,INCL CHARGER",*,EA,14425.45,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSINT2400ALK,WILLIAMS AV DIGIWAVE LANGUAGE INTERPRETATION,*,EA,7823.14,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSINT3400ALK,WILLIAMS AV DIGIWAVE 400 SERIES LANGUAGE INTERPRETATION SYSTEM,*,EA,15792.79,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSINT4400RCH,WILLIAMS AV RECHARGEBLE DIGIWAVE 400 SYSTEM,*,EA,21652.83,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSINT5400ALK,WILLIAMS AV DIGIWAVE 400 SERIES LANGUAGE INTERPRETATION,*,EA,39027.86,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSINT5400RCH,WILLIAMS AV RECHARGEBLE DIGIWAVE 400 SYSTEM,*,EA,48071.87,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSPCS2400,WILLIAMS AV DIGI WAVE 400 SERIES PERSONAL COMMUNICATION SYSTEM,*,EA,2812.82,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSPCS3400RCH,WILLIAMS AV DIGI WAVE 400 SERIES PERSONAL COMMUNICATION SYSTEM,*,EA,2109.61,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSTGS10400ALK ,WILLIAMS AV DIGIWAVE 400 SERIES TOUR GUIDE SYSTEM,*,EA,7872.01,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSTGS11400RCH,WILLIAMS AV RECHARGEBLE DIGIWAVE 400 TOUR GUIDE SYSTEM,*,EA,10372.28,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSTGS20400ALK ,WILLIAMS AV DIGIWAVE 400 SERIES TOUR GUIDE SYSTEM,*,EA,13712.49,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSTGS23400RCH,WILLIAMS AV DIGIWAVE TOUR GUIDE SYSTEM 23 (ONE WAY),*,EA,19855.76,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSTGSVIP12400,WILLIAMS AV DIGIWAVE TOUR GUIDE SYSTEM VIP (TWO WAY),*,EA,19220.93,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSWUACM,WILLIAMS AV SOFTWARE UPDATE -DLT400 TO DLT400-ACM,*,EA,289.73,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSWUAIM,WILLIAMS AV SOFTWARE UPDATE -DLT400 TO DLT400-AIM,*,EA,289.73,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSYS1AIM-00,WILLIAMS AV DIGIWAVE AIMIQ&A SYSTEM,*,EA,13273,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSYS2ACM-00,WILLIAMS AV DIGIWAVE ACM 6 USER PRODUCTION INTERCOM SYSTEM,*,EA,13275.54,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWSYS3ACM-00,WILLIAMS AV DIGIWAVE ACM 12 USER PRODUCTION INTERCOM SYSTEM,*,EA,25676.72,,DIGI-WAVE SYSTEMS
WILLIAMS AV,DWT410,WILLIAMS AV DIGIWAVE HANDHELD MICROPHONE TRANSCEIVER,*,EA,1355.19,,DIGI-WAVE SYSTEMS
WILLIAMS AV,CHG404DW-04,WILLIAMS AV CHARGING BAY (4-BAY),*,EA,243,,WI-FI SOLUTIONS
WILLIAMS AV,CHG448-00,WILLIAMS AV CHARGING BAY (8-BAY) FOR DWT410,*,EA,1278.84058,,WI-FI SOLUTIONS
WILLIAMS AV,IRRX20,WILLIAMS AV 2.3/2.8 MHX STEREO INFARED RECEIVER,*,EA,435.91,,WI-FI SOLUTIONS
WILLIAMS AV,WF T5C-00,WILLIAMS AV WAVECAST SINGLE CHANNEL WITH CONTROL,,EA,2978.06,,WI-FI SOLUTIONS
WILLIAMS AV,WF T5CD-00,WILLIAMS AV WAVECAST SINGLE CHANNEL WITH CONTROL & DANTE,,EA,3556.48,,WI-FI SOLUTIONS
WILLIAMS AV,WF WR10,WILLIAMS AV LUXUL WIRELESS ROUTER ACCESS POINT,*,EA,1069.2,,WI-FI SOLUTIONS
WILLIAMS AV,WFR2-03,WILLIAMS AV WAVECAST WAV PRO WI-FI RECEIVER WITH USB CABLE,*,EA,881.79,,WI-FI SOLUTIONS
WILLIAMS AV,WFR2-N,"WILLIAMS AV WAVECAST WAV PRO WI-FI RECEIVER, WITHOUT P/S",*,EA,857.9,,WI-FI SOLUTIONS
WILLIAMS AV,WFSYS1C-00,WILLIAMS AV WAVECAST SYSTEM WITH 2 WAV PRO WI-FI RECEIVERS,*,EA,5278.97,,WI-FI SOLUTIONS
WILLIAMS AV,WFSYS2C-00,WILLIAMS AV WAVECAST SYSTEM WITH 6 WAV PRO WI-FI RECEIVERS,*,EA,9224.24,,WI-FI SOLUTIONS
WILLIAMS AV,WFSYS3C-00,WILLIAMS AV WAVECAST SYSTEM WITH 12 WAV PRO WI-FI RECEIVERS,*,EA,15120.17,,WI-FI SOLUTIONS
WILLIAMS AV,WFSYSPRO3,WILLIAMS AV WI-FI LISTENING SYSTEM WITH 3 RECIEVERS,,EA,4065.58,,WI-FI SOLUTIONS
