StockCode,GCode,Vendor,PartNo,Description,RRP,ETA,Block1_Price,Block2_Price,Block3_Price,ProductGroup,Stock,EAN,UPC,APN,MOQ
CH-912A014-NA (K100 RGB CHERY),83172,Corsair,CH-912A014-NA,CORSAIR K100 RGB MECHANICAL GAMING KEYBOARD BACKLIT RGB LED CHERRY MX SPEED BLACK BLACK PBT KEYCAPS,399.00,10/08/2026,312.26,312.26,312.26,Smart Device And CE,0,0840006621935,840006621935,,1
CH-912A01A-NA (K100 RGB OPX),83171,Corsair,CH-912A01A-NA,CORSAIR K100 RGB OPTICAL-MECHANICAL GAMING KEYBOARD BACKLIT RGB LED CORSAIR OPX RAPIDFIRE BLACK BLACK PBT KEYCAPS,419.00,,327.91,327.91,327.91,Smart Device And CE,5,0840006621942,840006621942,,1
CH-914901E-NA(K70 CTKL RGB),DZ00111032,Corsair,CH-914901E-NA,CORSAIR K70 CORE TKL WIRELESS RGB MLX RED V2 SOUND DAMPENING ROTARY DAIL GAMING KEYBOARD,289.00,10/08/2026,226.17,226.17,226.17,Smart Device And CE,0,840006678939,0840006678939,,1
CH-9194014-NA (RGB MINI),84047,Corsair,CH-9194014-NA,CORSAIR [CH-9194014-NA] K65 RGB MINI 60% MECHANICAL GAMING KEYBOARD,199.00,,155.74,155.74,155.74,Smart Device And CE,8,0840006635772,840006635772,,1
CH-91E901E-NA(VANGUARD PLASMA),DZ00113027,Corsair,CH-91E901E-NA,CORSAIR VANGUARD 96-MLX PLASMA KEYBOARD - BLK,329.00,,257.48,257.48,257.48,Smart Device And CE,2,,840440492368,,1
CH-91E901F-NA(VANGUARD FUSION),DZ00113026,Corsair,CH-91E901F-NA,CORSAIR VANGUARD 96-MLX FUSION KEYBOARD - BLK,329.00,,257.48,257.48,257.48,Smart Device And CE,3,,840440492443,,1
CH-91E901H-NA(VG QUANTUM),DZ00113385,Corsair,CH-91E901H-NA,CORSAIR VANGUARD 96-MLX QUANTUM KEYBOARD - BKL,329.00,,257.48,257.48,257.48,Smart Device And CE,2,,840440492474,,1
CH-91E911G-NA(VG PRO 96-MGX),DZ00113387,Corsair,CH-91E911G-NA,CORSAIR VANGUARD PRO 96-MGX KEYBOARD - BLK,439.00,,343.57,343.57,343.57,Smart Device And CE,2,,840440403197,,1
CH-91E921I-NA(VG 96 PULSE),DZ00113386,Corsair,CH-91E921I-NA,CORSAIR VANGUARD 96-PULSE DUAL TONE PBT  BLACK & WHITE KEYBOARD,349.00,,273.13,273.13,273.13,Smart Device And CE,2,,840440413035,,1
CH-9226C65-NA(K55 CORE RGB),89932,Corsair,CH-9226C65-NA,CORSAIR K55 CORE RGB GAMING KEYBOARD - BLACK,84.99,10/08/2026,62.82,62.82,62.82,Smart Device And CE,0,0840006666547,840006666547,,1
CH-9301111-AP (HARPOON P RGB),79196,Corsair,CH-9301111-AP,CORSAIR HARPOON RGB PRO 12000 DPI OPTICAL GAMING MOUSE,69.00,,51.00,51.00,51.00,Smart Device And CE,2,0840006606307,840006606307,,1
CH-9304211-AP (SCIMITAR ELI B),81178,Corsair,CH-9304211-AP,CORSAIR GAMING SCIMITAR ELITE RGB 18000 DPI MOBA/MMO OPTICAL PC GAMING MOUSE - BLACK,169.00,10/08/2026,124.91,124.91,124.91,Smart Device And CE,0,0840006616191,840006616191,,1
CH-9307011-AP (IRONCLAW RGB),78624,Corsair,CH-9307011-AP,CORSAIR IRONCLAW RGB FPS/MOBA 18000 DPI OPTICAL GAMING MOUSE,109.00,10/08/2026,85.30,85.30,85.30,Smart Device And CE,0,0843591061919,843591061919,,1
CH-930D010-AP(M75-BLK-RGB),DZ00110140,Corsair,CH-930D010-AP,CORSAIR M75 LIGHTWEIGHT RGB GAMING MOUSE - BLACK,149.00,,112.72,112.72,112.72,Smart Device And CE,1,840006668985,840006668985,,1
CH-930F000-AP(M55 LIT MICE),DZ00111038,Corsair,CH-930F000-AP,CORSAIR M55 LIGHTWEIGHT GAMING MOUSE - BLK,65.00,22/09/2026,50.87,50.87,50.87,Smart Device And CE,0,840006679264,0840006679264,,1
CH-9314014-AP(SCIMTAR WL SE M),DZ00112660,Corsair,CH-9314014-AP,CORSAIR SCIMITAR ELITE WIRELESS SE MMO GAMING MOUSE,269.00,10/08/2026,210.52,210.52,210.52,Smart Device And CE,0,,840440492269,,1
CH-9317110-WW(I-CLAW SE 26K),DZ00113606,Corsair,CH-9317110-WW,CORSAIR IRONCLAW WIRELESS SE RGB LED 26000 DPI OPTICAL GAMING MOUSE,159.00,,124.43,124.43,124.43,Smart Device And CE,4,,840440499916,,1
CH-9319411-AP2,87072,Corsair,CH-9319411-AP2,CORSAIR [CH-9319411-AP2] M65 RGB LED ULTRA WIRELESS OPTICAL SILVER ALU GAMING MOUSE - BLACK,249.00,,194.87,194.87,194.87,Smart Device And CE,1,,840006657620,,1
CH-931C011-AP (KATAR PRO),83170,Corsair,CH-931C011-AP,CORSAIR KATAR PRO WIRELESS GAMING MOUSE,79.00,,61.83,61.83,61.83,Smart Device And CE,10,0840006623786,840006623786,,1
CH-931D011-AP(M75 WK-WHT-RGB),DZ00110143,Corsair,CH-931D011-AP,CORSAIR M75 WIRELESS LIGHTWEIGHT RGB GAMING MOUSE - WHITE,249.00,10/08/2026,188.37,188.37,188.37,Smart Device And CE,0,840006649533,840006649533,,1
CH-931D100-AP(M75 AIR WL-BLK),DZ00110141,Corsair,CH-931D100-AP,CORSAIR M75 AIR WIRELESS ULTRA-LIGHTWEIGHT GAMING MOUSE - BLACK,199.00,,155.74,155.74,155.74,Smart Device And CE,5,840006669067,840006669067,,1
CH-931F000-AP(M55 WLESS LIT),DZ00111040,Corsair,CH-931F000-AP,CORSAIR M55 WIRELESS LIGHTWEIGHT GAMING MOUSE - BLK,105.00,10/08/2026,82.17,82.17,82.17,Smart Device And CE,0,840006679295,0840006679295,,1
CH-931G000-WW(SABRE V2 PRO BK),DZ00113031,Corsair,CH-931G000-WW,CORSAIR SABRE V2 PRO ULTRALIGHT WIRELESS MOUSE - BLK,199.00,,155.74,155.74,155.74,Smart Device And CE,9,,840440498193,,1
CH-9412660-WW (MM200 PRO XL),83161,Corsair,CH-9412660-WW,CORSAIR MM200 PRO X-LARGE GAMING MOUSE PAD,49.00,10/08/2026,34.09,34.09,34.09,Smart Device And CE,0,0840006629450,840006629450,,1
CH-9413631-WW (MM300 PRO M),83163,Corsair,CH-9413631-WW,CORSAIR MM300 PRO MEDIUM GAMING MOUSE PAD,39.00,,27.13,27.13,27.13,Smart Device And CE,14,0840006629474,840006629474,,1
CH-9413641-WW (MM300 PRO EXT),83164,Corsair,CH-9413641-WW,CORSAIR MM300 PRO EXTENDED LARGE GAMING MOUSE PAD,54.00,,37.57,37.57,37.57,Smart Device And CE,4,0840006629498,840006629498,,1
CH-9413770-WW (MM350 PRO EXT),83166,Corsair,CH-9413770-WW,CORSAIR MM350 PRO BLK EXTENDED LARGE GAMING MOUSE PAD,65.00,10/08/2026,48.04,48.04,48.04,Smart Device And CE,0,0840006629511,840006629511,,1
CH-9417070-WW (MM700 RGB),83694,Corsair,CH-9417070-WW,CORSAIR MM700 RGB EXTENDED CLOTH GAMING MOUSE PAD,119.00,10/08/2026,87.96,87.96,87.96,Smart Device And CE,0,0840006629573,840006629573,,1
CH-941B141-WW(M500V2 HY EXT),DZ00111036,Corsair,CH-941B141-WW,CORSAIR MM500 v2 HYBRID CLOTH GAMING MOUSE PAD - EXTENDED,79.00,,61.83,61.83,61.83,Smart Device And CE,1,840006682158,0840006682158,,1
CH-941B161-WW(M500V2 HY LG),DZ00111037,Corsair,CH-941B161-WW,CORSAIR MM500 v2 HYBRID CLOTH GAMING MOUSE PAD - LARGE,65.00,10/08/2026,50.87,50.87,50.87,Smart Device And CE,0,840006688808,0840006688808,,1
CHROMEBOX5-S50286UN,DZ00113882,Asus,90MS02N1-M008Z0,ASUS CHROMEBOX5-S50286UN INTEL CELERON I5-1240P 8GB DDR4 3200 256GB 4.0 SSD WIFI 6E CHROME OS BLACK,1299.00,,679.00,679.00,679.00,Desktop PC - Commercial,30,,CHROMEBOX5-S50286UN,,1
CO-9050180-WW(RS120-1PK),DZ00112195,Corsair,CO-9050180-WW,"CORSAIR RS120 ARGB, 120MM ARGB FAN, SINGLE PACK",45.00,,24.00,24.00,24.00,PC Power Supply And Cooling,8,,840006684121,,1
CO-9050181-WW(RS120-3PK),DZ00112196,Corsair,CO-9050181-WW,"CORSAIR RS120 ARGB, 120MM ARGB FAN, TRIPLE PACK",99.00,,66.00,66.00,66.00,PC Power Supply And Cooling,10,,840006684138,,1
CO-9050184-WW(RS120-1PK-WHT),DZ00112197,Corsair,CO-9050184-WW,"CORSAIR RS120 ARGB WHITE, 120MM ARGB FAN, SINGLE PACK",45.00,,25.00,25.00,25.00,PC Power Supply And Cooling,10,,840006684169,,1
CO-9050185-WW(RS120-3PK-WHT),DZ00112198,Corsair,CO-9050185-WW,"CORSAIR RS120 ARGB WHITE, 120MM ARGB FAN, TRIPLE PACK",99.00,TBC,72.00,72.00,72.00,PC Power Supply And Cooling,0,,840006684176,,1
CP-9020277-AU(CX550),DZ00110707,Corsair,CP-9020277-AU,CORSAIR CX SERIES CX550 550W PLUS BRONZE ATX POWER SUPPLY,119.00,,80.00,80.00,80.00,PC Power Supply And Cooling,17,,840006670742,,1
CP-9020279-AU(750W 80 PLUS),DZ00111816,Corsair,CP-9020279-AU,CORSAIR 750 WATT 80 PLUS BRONZE ATX POWER SUPPLY,155.00,,106.00,106.00,106.00,PC Power Supply And Cooling,30,,840006670988,,1
CP-9020295-AU(RM750e),DZ00111906,Corsair,CP-9020295-AU,CORSAIR RM750e FULLY MODULAR 750W CYBENETICS GOLD ATX3.1 POWER SUPPLY,238.00,TBC,168.00,168.00,168.00,PC Power Supply And Cooling,0,,840006691051,,1
CP-9020296-AU(RM850e),DZ00111907,Corsair,CP-9020296-AU,CORSAIR RM850e FULLY MODULAR 850W CYBENETICS GOLD ATX3.1 POWER SUPPLY,285.00,,189.00,189.00,189.00,PC Power Supply And Cooling,30,,840006691174,,1
CP-9020297-AU(RM1000e),DZ00111908,Corsair,CP-9020297-AU,CORSAIR RM1000e FULLY MODULAR 1000W CYBENETICS GOLD ATX3.1 POWER SUPPLY,365.00,TBC,299.00,299.00,299.00,PC Power Supply And Cooling,0,,8822125488002,,1
CT-9010001-WW (TM30),79142,Corsair,CT-9010001-WW,CORSAIR CT-9010001-WW TM30 PERFORMANCE THERMAL PASTE,55.00,TBC,15.00,15.00,15.00,PC Power Supply And Cooling,0,0843591074506,843591074506,,1
CW-9060088-WW(NAUTILUS 240),DZ00111810,Corsair,CW-9060088-WW,CORSAIR NAUTILUS 240 240mm RADITOR LIQUID CPU COOLER BLACK,189.00,TBC,125.00,125.00,125.00,PC Power Supply And Cooling,0,,840006687535,,1
CW-9060089-WW(NAUTILUS 360),DZ00111809,Corsair,CW-9060089-WW,CORSAIR NAUTILUS 360 360mm RADIATOR LIQUID CPU COOLER,239.00,TBC,150.00,150.00,150.00,PC Power Supply And Cooling,0,,840006687535,,1
CW-9060092-WW(NAUTILUS 240),DZ00111812,Corsair,CW-9060092-WW,CORSAIR NAUTILUS 240 ARGB 240mm RADIATOR LIQUID CPU COOLER,229.00,,145.00,145.00,145.00,PC Power Supply And Cooling,12,,840006687566,,1
CW-9060093-WW(NAUTILUS 360),DZ00111814,Corsair,CW-9060093-WW,CORSAIR NAUTILUS 360 ARGB 360mm RADIATOR LIQUID CPU COOLER,235.00,TBC,159.00,159.00,159.00,PC Power Supply And Cooling,0,,840006687573,,1
CW-9060094-WW(NAUTILUS RS),DZ00111813,Corsair,CW-9060094-WW,CORSAIR NAUTILUS 240 ARGB 240mm RADIATOR LIQUIRD CPU COOLER WHITE,209.00,,145.00,145.00,145.00,PC Power Supply And Cooling,28,,840006687580,,1
CW-9060095-WW(NAUTILUS 360 RS),DZ00111815,Corsair,CW-9060095-WW,CORSAIR NAUTILUS 360 ARGB 360mm RADIATOR LIQUID CPU COOLER WHITE,245.00,,159.00,159.00,159.00,PC Power Supply And Cooling,5,,840006687597,,1
CW-9061016-WW(ICUE TITAN 240),DZ00111811,Corsair,CW-9061016-WW,CORSAIR ICUE LINK TITAN 240 RX RGB AIO 240mm RADIATOR LIQUID CPU COOLER,335.00,,209.00,209.00,209.00,PC Power Supply And Cooling,7,,840006685418,,1
CZ1104CM4A-MZ0072,DZ00113985,Asus,90NX09Y1-M002B0,ASUS CZ1104CM4A-MZ0072 11.6'' HD MEDIATEK KOMPANIO 540 MT8189  4GB LPDDR5X 64G EMMC CHROME OS GREY WIFI -6 42WHRS CHROMEBOOK 1Y WARRANTY,701.00,,506.55,506.55,506.55,Notebook - Commercial,30,,199291464025,,1
D501SERES-714700044X,DZ00113363,Asus,90PF05M1-M03BX0,ASUS D501SERES-714700044X INTEL I7-14700 16GB DDR5 5600 U-DIMM 256GB 2280 PCIE G4 SSD USB + MS 330W 80+PLATINUM WIN11 PRO 3Y ON-SITE/ WIFI6E,2849.00,,2180.10,2180.10,2180.10,Desktop PC - Commercial,11,4711636264570,199291264571,,1
D700MF-007265145X,DZ00114003,Asus,90PF05D1-M00XM0,ASUS D700MF-007265145X INTEL U7-265 U-DDR5 5600 32GB X 2 1TB 2280 PCIE 4G SSD RTX5060 DUAL USB+MS 330W 80+PLATINUM WIN11PRO 3Y ON-SITE WIFI6E MINI TOW,5849.00,,4577.48,4577.48,4577.48,Desktop PC - Commercial,24,4711636525602,199291525603,,1
D700MF-007265146X,DZ00114004,Asus,90PF05D1-M00XN0,ASUS D700MF-007265146X INTEL U7-265 U-DDR5 5600 16G*2 1TB 2280 PCIE G4 SSD RTX3050 DUAL USB+MS 330W 80+PLATINUM WIN11PRO 3Y ON-SITE WIFI6E MINI TOWER,3819.00,,2988.78,2988.78,2988.78,Desktop PC - Commercial,21,4711636525619,199291525610,,1
D700SF-005225101X,DZ00113761,Asus,90PF05E1-M00CA0,ASUS D700SF-005225101X INTEL U5-225 16GB U-DDR5 5600 512GB 2280 PCIE G4 USB+MS 330W 80+PLATINUM WIN11 PRO 3Y ON-SITE/ WIFI6E,2899.00,,2218.37,2218.37,2218.37,Desktop PC - Commercial,14,4711636456012,199291456013,,1
D700SF-007265057X,DZ00113997,Asus,90PF05E1-M00C90,ASUS D700SF-007265057X INTEL U7-265 U-DDR5 5600 16GB  512GB 2280 PCIE USB+MS 330W 80+PLATINUM WIN11 PRO 3Y ON-SITE WIFI6E SMALL FORM FACTOR,2479.00,,1940.09,1940.09,1940.09,Desktop PC - Commercial,15,4711636456029,199291456020,,1
DC201 DUAL 4K USB-C DOCK,DZ00110965,Asus,90XB094N-BDS000,ASUS ASUS DC201 DUAL 4K USB-C DOCK/WW//,199.00,,128.87,128.87,128.87,CB01,26,4711387429228,197105429222,,1
DC301 3 DISPLAY USB-C DOCK/AU,DZ00114184,Asus,90XB0A5N-BDS060,ASUS DC301 3 DISPLAY USB-C DOCK/AU//5PCS,399.00,,259.55,259.55,259.55,CB01,21,,199291219267,,1
DC500 TRIPLE 4K TBT4 DOCK/AU,DZ00114185,Asus,90XB08DN-BDS0B0,ASUS DC500 TRIPLE 4K TBT4 DOCK/AU//5PCS/F100,699.00,,472.55,472.55,472.55,CB01,8,,197105541078,,1
DTX/128GB,84671,Kingston,DTX/128GB,KINGSTON DATA TRAVELER EXODIA- DTX 128GB USB 3.2 FLASH DRIVE,27.00,,19.50,19.50,19.50,Storage - USB Drive / Memory Card,1,,740617309928,,1
DTX/256GB,84672,Kingston,DTX/256GB,KINGSTON DATA TRAVELER EXODIA- DTX 256GB USB 3.2 FLASH DRIVE,55.00,,39.50,39.50,39.50,Storage - USB Drive / Memory Card,6,,740617310023,,1
DTX/64GB,84670,Kingston,DTX/64GB,KINGSTON DATA TRAVELER EXODIA- DTX 64GB USB 3.2 FLASH DRIVE,18.50,,12.90,12.90,12.90,Storage - USB Drive / Memory Card,12,,1,,1
DUAL-RTX5050-8G,DZ00113607,Asus,90YV0N73-M0NA00,ASUS DUAL-RTX5050-8G GRAPHICS CARD,635.00,TBC,495.00,495.00,495.00,Graphics Card,0,,199291178533,,1
DUAL-RTX5050-O8G,DZ00112926,Asus,90YV0N72-M0NA00,ASUS DUAL-RTX5050-O8G GRAPHICS CARD,619.00,,525.00,525.00,525.00,Graphics Card,1,4711636178518,04711636178518,,1
DUAL-RTX5060-O8G,DZ00112604,Asus,90YV0N12-M0NA00,ASUS DUAL-RTX5060-O8G GRAPHICS CARD,759.00,,589.00,589.00,589.00,Graphics Card,1,,DUAL-RTX5060-O8G,,1
DUAL-RTX5060-O8G-WHITE,DZ00113608,Asus,90YV0N15-M0NA00,ASUS DUAL-RTX5060-O8G-WHITE GRAPHICS CARD,775.00,TBC,589.00,589.00,589.00,Graphics Card,0,,199291196964,,1
DUAL-RTX5060TI-O16G,DZ00112544,Asus,90YV0MH0-M0NA00,ASUS DUAL-RTX5060TI-O16G GRAPHICS CARD,1269.00,,995.00,995.00,995.00,Graphics Card,1,,DUAL-RTX5060TI-O16G,,1
DUAL-RTX5060TI-O16G-WHITE,DZ00113084,Asus,90YV0MH6-M0NA00,ASUS DUAL-RTX5060TI-O16G-WHITE GRAPHICS CARD,1029.00,,1008.00,1008.00,1008.00,Graphics Card,1,,11,,1
DUAL-RTX5070-O12G,DZ00113321,Asus,90YV0M17-M0NA00,ASUS DUAL-RTX5070-O12G GRAPHICS CARD,1459.00,TBC,1095.00,1095.00,1095.00,Graphics Card,0,,199291046214,,1
DUAL-RX9060XT-16G,DZ00113320,Asus,90YV0LG2-M0NA00,ASUS DUAL-RX9060XT-16G GRAPHICS CARD,1125.00,TBC,695.00,695.00,695.00,Graphics Card,0,,199291196773,,1
EX3110-100AUS,76453,Netgear,EX3110-100AUS,NETGEAR EX3110 AC750 WIFI RANGE EXTENDER,109.00,TBC,59.78,59.78,59.78,Network Device,0,,0000,,1
EX6110-100AUS,76452,Netgear,EX6110-100AUS,NETGEAR EX6110 A1200 WIFI RANGE EXTENDER,129.00,TBC,93.87,93.87,93.87,Network Device,0,,EX6110-100AUS,,1
FB174RCC(SENSE/VERSA 3 CABLE),89037,Fitbit,FB174RCC,FITBIT VERSA 3 / 4 & FITBIT SENSE 1 / 2 - CHARGING CABLE,34.95,,25.83,25.83,25.83,Smart Device And CE - Accessory,30,810038850177,810038850177,,1
FF3D516G5600HC40BDC01,DZ00110025,Team,FF3D516G5600HC40BDC01,TEAMGROUP DELTA RGB 16G (2x8GB) 5600 DDR5 DESKTOP MEMORY,550.00,,389.00,389.00,389.00,RAM - Gaming,10,,1,,1
FF7D516G5600HC40BDC01,DZ00114005,Team,FF7D516G5600HC40BDC01,TEAMGROUP DELTA RGB 16GB 5600 CL36 DDR5 DESKTOP MEMORY BLACK (FOR AMD EXPO),455.00,,389.00,389.00,389.00,RAM - Gaming,28,,765441660707,,1
FQC-10528,85676,Microsoft,FQC-10528,MICROSOFT WINDOWS PRO 11 64BIT ENG INTL 1PK DSP OEI DVD,339.00,,243.00,243.00,243.00,Software - Perpetual,30,,,,1
G25F2-NZPC,DZ00114356,Gigabyte,G25F2,"GIGABYTE G25F2 24.5"" FHD 200Hz SS IPS 2XHDMI GAMING MONITOR",218.00,,169.00,169.00,169.00,Monitor - Gaming,14,,889523047323,,1
G27Q20-NZPC,DZ00114355,Gigabyte,G27Q20,"GIGABYTE G27Q20  27"" QHD 200Hz SS IPS 2560 x 1440 2XHDMI GAMING MONITOR",299.00,TBC,245.00,245.00,245.00,Monitor - Gaming,0,,889523052013,,1
G27U,DZ00113244,Gigabyte,G27U,"GIGABYTE G27U 4K 27"" SS IPS 3840 X 2160 UHD HDMI 2.1 x2 160Hz UHD/320Hz FHD DUAL MODE GAMING MONITOR",745.00,24/07/2026,509.00,509.00,509.00,Monitor - Gaming,0,,889523042229,,1
GA04944-NA,89423,Fitbit,GA04944-NA,FITBIT CHARGE 5 / 6 / LUXE- CHARGING CABLE,34.95,,25.83,25.83,25.83,Wearable And Virtual Reality Device,20,840353901407,840353901407,,1
GB-C102G,DZ00110756,Gigabyte,GB-C102G,GIGABYTE C102 TEMPERED GLASS MID TOWER CASE,109.00,,65.00,65.00,65.00,PC Case,29,,810162140441,,1
GO27Q24G-NZPC,DZ00114357,Gigabyte,GO27Q24G,"GIGABYTE GO27Q24G 27"" QHD WOLED 240Hz 2XHDMI 2.1 DP1.4 GAMING MONITOR",855.00,,669.00,669.00,669.00,Monitor - Gaming,27,,889523056721,,1
GP-P650G PG5,DZ00113613,Gigabyte,GP-P650G PG5,GIGABYTE GP-P650G PG5 POWER SUPPLY,115.00,,85.00,85.00,85.00,PC Power Supply And Cooling,14,,0123456789111,,1
GP-P650SS ICE,DZ00111785,Gigabyte,GP-P650SS ICE,GIGABYTE P650SS ICE 650W 80 PLUS SILVER POWER SUPPLY SUPPORT INTEL ATX 3.0 STANDARD - WHITE,115.00,,69.00,69.00,69.00,PC Power Supply And Cooling,30,,4719331554927,,1
GP-P650SS,DZ00110753,Gigabyte,GP-P650SS,GIGABYTE P650SS 650W 80 PLUS SILVER POWER SUPPLY SUPPORT INTEL ATX 3.0 STANDARD,109.00,TBC,75.00,75.00,75.00,PC Power Supply And Cooling,0,,11,,1
GP-P750BS,DZ00111898,Gigabyte,GP-P750BS,GIGABYTE 750 80 PLUS BRONZE POWER SUPPLY - 3YRS,125.00,,83.00,83.00,83.00,PC Power Supply And Cooling,19,,8888000000888,,1
GP-UD1000GM PG5 V2,DZ00112866,Gigabyte,GP-UD1000GM PG5 V2,GIGABYTE GP-UD1000GM PG5 V2 POWER SUPPLY,309.00,,229.00,229.00,229.00,PC Power Supply And Cooling,1,,810075655490,,1
GP-UD750GM PG5 ICE,DZ00113612,Gigabyte,GP-UD750GM PG5 ICE,GIGABYTE GP-UD750GM PG5 ICE POWER SUPPLY,189.00,,135.00,135.00,135.00,PC Power Supply And Cooling,30,,0123456789111,,1
GP-UD750GM PG5 V2 ICE,DZ00112868,Gigabyte,GP-UD750GM PG5 V2 ICE,GIGABYTE GP-UD750GM PG5 V2 750W 80PLUS GOLD FULLY MODULAR ICE POWER SUPPLY,205.00,,135.00,135.00,135.00,PC Power Supply And Cooling,4,,0123456789111,,1
GP-UD750GM PG5 V2,DZ00112869,Gigabyte,GP-UD750GM PG5 V2,GIGABYTE GP-UD750GM PG5 V2 750W 80 PLUS GOLD FULLY MODULAR POWER SUPPLY,189.00,,135.00,135.00,135.00,PC Power Supply And Cooling,10,,?810162143053,,1
GP-UD850GM PG5 ICE,DZ00113611,Gigabyte,GP-UD850GM PG5 ICE,GIGABYTE GP-UD850GM PG5 ICE POWER SUPPLER,215.00,,145.00,145.00,145.00,PC Power Supply And Cooling,17,,0123456789111,,1
GP-UD850GM PG5 V2 ICE,DZ00112867,Gigabyte,GP-UD850GM PG5 V2 ICE,GIGAYBTE GP-UD850GM PG5 V2 ICE POWER SUPPLY,205.00,TBC,149.00,149.00,149.00,PC Power Supply And Cooling,0,,0123456789111,,1
GP-UD850GM PG5 V2,DZ00112582,Gigabyte,GP-UD850GM PG5 V2,GIGABYTE GP-UD850GM PG5 V2 - 850W/80 GOLD FULL MODULAR PCIE 5.1 POWER SUPPLY,199.00,,146.00,146.00,146.00,PC Power Supply And Cooling,22,,810075655469,,1
GS24F14-NZPC,DZ00113668,Gigabyte,GS24F14,"GIGABYTE GS24F14 23.8"" IPS FHD 144Hz HDMI*1 GAMING MONITOR",215.00,TBC,139.00,139.00,139.00,Monitor - Gaming,0,,000123456789,,1
GS25F2,DZ00113205,Gigabyte,GS25F2,"GIGABYTE GS25F2 24.5"" IPS 1920 X 1080 (FHD)  200Hz 1MS (MPRT) GAMING MONITOR",206.00,14/08/2026,158.00,158.00,158.00,Monitor,0,,889523046425,,1
GS27F A-NZPC,DZ00110683,Gigabyte,GS27F A,"GIGABYTE GS27F A  27"" FHD 180Hz IPS 1920X1080 2XHDMI GAMING MONITOR",299.00,,195.00,195.00,195.00,Monitor - Gaming,30,,1,,1
GS32QA-NZPC,DZ00114358,Gigabyte,GS32QA,"GIGABYTE GS32QA 31.5"" SS IPS 180Hz  2560X 1440 QHD HDMI 2.0 x 2 GAMING MONITOR",519.00,,439.00,439.00,439.00,Monitor - Gaming,14,,8888000000888,,1
GSM4210PD-100AUS,DZ00110993,Netgear,GSM4210PD-100AUS,NETGEAR M4250-9G1F-POE+ DESKTOP MANAGED SWITCH 8X1G POE+ 110W 1X1G AND 1XSFP AV LINE (GSM4210PD),1909.00,,1280.01,1280.01,1280.01,Network Device,9,,606449160246,,1
GSM4210PX-100AUS,DZ00111480,Netgear,GSM4210PX-100AUS,NETGEAR   GSM4210PX-100AUS  M4250-8G2XF-POE+ DESKTOP MANAGED SWITCH 8X1G POE+ 220W AND 2X10G SFP+ AV LINE (GSM4210PX),2859.00,,1920.04,1920.04,1920.04,Network Device,3,,606449160390,,1
GSM4212P-100AJS,85678,Netgear,GSM4212P-100AJS,NETGEAR AV LINE M4250-10G2F-POE+ 8X1G POE+ 125W 2X1G AND 2XSFP MANAGED SWITCH (GSM4212P),1909.00,,1301.34,1301.34,1301.34,Network Device,5,,606449149555,,1
GSM4212PX-100AJS,DZ00111481,Netgear,GSM4212PX-100AJS,NETGEAR GSM4212PX-100AJS AV LINE M4250-10G2XF-POE+ 8X1G POE+ 240W 2X1G AND 2XSFP+ MANAGED SWITCH (GSM4212PX),3099.00,,2090.70,2090.70,2090.70,Network Device,14,,606449149593,,1
GSM4230P-100AJS,84041,Netgear,GSM4230P-100AJS,NETGEAR AV LINE M4250-26G4F-POE+ 24X1G POE+ 300W 2X1G AND 4XSFP MANAGED SWITCH (GSM4230P),4709.00,,2560.06,2560.06,2560.06,Network Device,4,10606449151661,606449151664,,1
GSM4230PX-100AJS,84043,Netgear,GSM4230PX-100AJS,NETGEAR AV LINE M4250-26G4XF-POE+ 24X1G POE+ 480W 2X1G AND 4XSFP+ MANAGED SWITCH (GSM4230PX),6789.00,18/08/2026,3712.09,3712.09,3712.09,Network Device,0,10606449151609,606449151602,,1
GSM4248P-100AJS,84044,Netgear,GSM4248P-100AJS,NETGEAR AV LINE M4250-40G8F-POE+ 40X1G POE+ 480W AND 8XSFP MANAGED SWITCH (GSM4248P),6909.00,,4650.79,4650.79,4650.79,Network Device,2,10606449151630,606449151633,,1
GSM4248PX-100AJS,84045,Netgear,GSM4248PX-100AJS,NETGEAR AV LINE M4250-40G8XF-POE+ 40X1G POE+ 960W AND 8XSFP+ MANAGED SWITCH (GSM4248PX),11079.00,,5973.49,5973.49,5973.49,Network Device,4,10606449151722,606449151725,,1
GV-N5050WF2OC-8GD,DZ00112922,Gigabyte,GV-N5050WF2OC-8GD,GIGABYTE GV-N5050WF2OC-8GD GRAPHICS CARD,739.00,,495.00,495.00,495.00,Graphics Card,1,,889523052709,,1
GV-N5050WF2OCV2-8GD,DZ00113327,Gigabyte,GV-N5050WF2OCV2-8GD,GIGABYTE GV-N5050WF2OCV2-8GD GRAPHICS CARD,739.00,,495.00,495.00,495.00,Graphics Card,1,,889523053775,,1
GV-N5060EAGLE OC-8GD,DZ00112661,Gigabyte,GV-N5060EAGLE OC-8GD,GIGABYTE GV-N5060EAGLE OC-8GD GRAPHICS CARD (3YRS),869.00,TBC,589.00,589.00,589.00,Graphics Card,0,,889523050705,,1
GV-N5060EAGLEOC ICE-8GD,DZ00112705,Gigabyte,GV-N5060EAGLEOC ICE-8GD,GIGABYTE GV-N5060EAGLEOC ICE-8GD GRAPHIC CARD (3YRS),869.00,TBC,589.00,589.00,589.00,Graphics Card,0,,889523050712,,1
