"Supplier's Part Number","Manufacturer's Part Number","Product Name","Quantity in Stock","Buy Price","Manufacturer's Name","When in Stock","Item Barcode"
"GR-GWN7701M","GWN7701M","Grandstream GWN7701M UnMgd Netwk Switch 8x2.5GigE 1xSFP+",51,"99.00","Grandstream","Now",""
"GR-GWN7701P","GWN7701P","Grandstream GWN7701P UnMgd Netwk Switch 8xGigE 4xPoE",1,"62.00","Grandstream","Now","6947273704553"
"GR-GWN7701PA","GWN7701PA","Grandstream GWN7701PA UnMgd Netwk Switch 8xGigE 8xPoE",51,"111.00","Grandstream","Now",""
"GR-GWN7702P","GWN7702P","Grandstream GWN7702P UnMgd Netwk Switch 16xGigE 8xPoE",51,"162.00","Grandstream","Now",""
"GR-GWN7710R","GWN7710R","Grandstream GWN7710R Outdoor Layer 2 Lite Managed Switch",21,"136.00","Grandstream","Now",""
"GR-GWN7711P","GWN7711P","Grandstream GWN7711P Layer 2-Lite Managed Switch-8xGigE(4xPo",39,"86.00","Grandstream","Now",""
"GR-GWN7801P","GWN7801P","Grandstream GWN7801P Layer 2+ PoE Netwk Switch 8xGigE 2xSFP",26,"212.16","Grandstream","Now","6947273704232"
"GR-GWN7801P-PRO","GWN7801P Pro","Grandstream Layer 2+ Managed  Switch 8 x GigE-2 x 2.5 Gig SF",10,"187.00","Grandstream","Now",""
"GR-GWN7802P","GWN7802P","Grandstream GWN7802P Layer 2+ PoE Netwk Switch 16xGigE 4xSFP",37,"318.24","Grandstream","Now","6947273704256"
"GR-GWN7802P-PRO","GWN7802P-PRO","Grandstream Layer 2+ Managed Switch 16 x GigE 2 x SFP+ 250W",10,"313.00","Grandstream","Now",""
"GR-GWN7803","GWN7803","Grandstream GWN7803 Layer 2+ Netwk Switch 24xGigE 4xSFP.x",0,"243.36","Grandstream","Call",""
"GR-GWN7803P","GWN7803P","Grandstream GWN7803P Layer 2+ PoE Netwk Switch 24xGigE 4xSFP",15,"362.93","Grandstream","Now","6947273704270"
"GR-GWN7803PH-PRO","GWN7803PH-PRO","Grandstream Layer 2+ Managed Switch 24 x GigE 2 x SFP+ 400W",3,"421.00","Grandstream","Now",""
"GR-GWN7803PL-PRO","GWN7803PL-PRO","Grandstream Layer 2+ Managed Switch 24 x GigE 2 x SFP+ 250W",0,"348.00","Grandstream","17/07/2026",""
"GR-GWN7803-PRO","GWN7803-PRO","Grandstream Layer 2+ Managed Switch 24 x GigE 2 x SFP+",0,"237.00","Grandstream","Call",""
"GR-GWN7806","GWN7806","Grandstream GWN7806 Layer 2+ Netwk Switch 48xGigE 6xSFP.x",1,"442.89","Grandstream","Now",""
"GR-GWN7806P","GWN7806P","Grandstream GWN7806P Layer 2+ PoE Ntwk Switch 48xGigE 6xSFP+",0,"778.96","Grandstream","10/08/2026",""
"GR-GWN7806PH-PRO","GWN7806PH-PRO","Grandstream Layer 2+ Managed  Switch 48 x GigE 6 x SFP+ 800W",3,"899.00","Grandstream","Now",""
"GR-GWN7806PL-PRO","GWN7806PL-PRO","Grandstream Layer 2+ Managed Switch 48 x GigE 6 x SFP+ 400W",4,"680.00","Grandstream","Now",""
"GR-GWN7811","GWN7811","Grandstream GWN7811 Layer 3 Netwk Switch 8xGigE 2xSFP+",11,"169.00","Grandstream","Now",""
"GR-GWN7811P","GWN7811P","Grandstream GWN7811P Layer 3 PoE Netwk Switch 8xGigE 2xSFP+",13,"250.00","Grandstream","Now",""
"GR-GWN7812P","GWN7812P","Grandstream GWN7812P Layer 3 PoE Netwk Switch 16xGigE 4xSFP+",7,"363.00","Grandstream","Now",""
"GR-GWN7813","GWN7813","Grandstream GWN7813 Layer 3 Netwk Switch 24xGigE 4xSFP+",5,"303.00","Grandstream","Now",""
"GR-GWN7813P","GWN7813P","Grandstream GWN7813P Layer 3 PoE Netwk Switch 24xGigE 4xSFP+",9,"539.00","Grandstream","Now",""
"GR-GWN7816P","GWN7816P","Grandstream GWN7816P Layer 3 PoE Netwk Switch 48xGigE 6xSFP+",1,"1,151.00","Grandstream","Now",""
"GR-GWN7821P","GWN7821P","Grandstream GWN7821P L3 PoE Switch 8x2.5GigE 2x10g",10,"381.00","Grandstream","Now",""
"GR-GWN7822P","GWN7822P","Grandstream GWN7822P L3 PoE Switch 8x2.5GigE 2x10G 16xGigE",4,"514.00","Grandstream","Now",""
"GR-GWN7830","GWN7830","Grandstream GWN7830 Layer 3 Agg Switch 2xGigE 6xSFP 4xSFP+",4,"235.00","Grandstream","Now",""
"GR-GWN7831","GWN7831","Grandstream GWN7831 Layer 3 Agg Switch 20xSFP 4xGigE 4xSFP+",4,"474.00","Grandstream","Now",""
"GR-GWN7832","GWN7832","Grandstream GWN7832 Layer 3 Agg Switch 12xSFP+",8,"348.00","Grandstream","Now",""
"GR-GXP17XXWMK","GXP17XX Wall Mountin","Grandstream Wall Mounting Kit for GXP17XX Series.x",17,"8.78","Grandstream","Now",""
"GR-GXV3370","GXV3370","Grandstream GVX3370 Android Phone.x",0,"442.00","Grandstream","Call",""
"GR-GXW4216V2","GXW4216V2","Grandstream GXW4216v2 VoIP Gateway 16FXS 1GiGE GDMS Compat",1,"554.00","Grandstream","Now",""
"GR-GXW4224V2","GXW4224V2","Grandstream GXW4224v2 VoIP Gateway 24FXS 1GiGE GDMS Compat",10,"806.00","Grandstream","Now",""
"GR-GXW4232V2","GXW4232V2","Grandstream GXW4232v2 VoIP Gateway 32FXS 1GiGE GDMS Compat",0,"960.00","Grandstream","Call",""
"GR-GXW4248V2","GXW4248V2","Grandstream GXW4248v2 VoIP Gateway 48FXS 1GiGE GDMS Compat",5,"1,410.00","Grandstream","Now",""
"GR-HA100","HA100","Grandstream HA100 High Availability Controller",0,"291.20","Grandstream","Call",""
"GR-HT801","HT801","Grandstream HT801 1 Port ATA",39,"61.36","Grandstream","Now",""
"GR-HT802","HT802","Grandstream HT802 2 Port ATA.",44,"68.64","Grandstream","Now",""
"GR-HT812","HT812","Grandstream HT812 2 FXS 2 GigE NAT Router",2,"80.08","Grandstream","Now",""
"GR-HT814","HT814 V2","Grandstream HT814 4 FXS 2 GigE NAT Router",10,"121.00","Grandstream","Now",""
"GR-HT818","HT818","Grandstream HT818 8 FXS 2 GigE NAT Router",24,"143.00","Grandstream","Now",""
"GR-POEINJECTOR","GS-POE30W-MG AU Plug","Grandstream 30W 2.5 GigE PoE+ Injector",51,"31.00","Grandstream","Now",""
"GR-RFIDCARDBUNDLE","RFID Card Bundle","Grandstream RFID Coded Access Cards - 100 Cards",1,"97.76","Grandstream","Now",""
"GR-WP810","WP810","Grandstream WP810 Portable WiFi Handset",4,"121.00","Grandstream","Now",""
"GR-WP816","WP816","Grandstream WP816 Compact Portable WIFI Handset",51,"101.00","Grandstream","Now",""
"GR-WP820","WP820","Grandstream WP820 WIFI Handset",46,"204.76","Grandstream","Now",""
"GR-WP825","WP825","Grandstream WP825 Ruggidised WIFI Handset",51,"214.00","Grandstream","Now",""
"GR-WP826","WP826","Grandstream WP826 Compact Portable WIFI Handset",51,"126.00","Grandstream","Now",""
"GR-WP836","WP836","Grandstream WP836 Ruggedized WiFi IP Phone",2,"197.00","Grandstream","Now",""
"GR-WP856","WP856","Grandstream WP856 WiFi Smartphone with scanner",18,"748.00","Grandstream","Now",""
"GS-AS690","S30852-H2816-C401","Gigaset AS690 Cordless Phone",0,"100.78","Gigaset","24/08/2026",""
"GS-AS690HX","S30852-H2876-C401","Gigaset AS690 Additional Cordless Handset",15,"85.93","Gigaset","Now",""
"GS-E630A","S30852-H2523-C401","Gigaset E630A Cordless Phone with Answering Machine",9,"187.77","Gigaset","Now","4250366833484"
"GS-E630HX","S30852-H2762-C401","Gigaset E630HX Additional Cordless Handset",0,"140.03","Gigaset","24/08/2026","4250366833477"
"GS-REPEATER","S30853-H601-R117","Gigaset DECT Repeater",2,"284.30","Gigaset","Now","4250366835211"
"LS-1000-0000-0137","1000-0000-0137","LS Power Cord - Australia / New Zealand",0,"30.14","Lifesize","Call",""
"LS-1000-0000-0161","1000-0000-0161","LS Camera Firewire Cable - 7.5m",0,"360.68","Lifesize","Call",""
"LS-1000-0000-0162","1000-0000-0162","LS Camera Firewire Cable - 15m",0,"886.83","Lifesize","Call",""
"LS-1000-0000-0224","1000-0000-0224","LS Remote Control - Black",0,"164.43","Lifesize","Call",""
"LS-1000-0000-0234","1000-0000-0234","LS Camera 200/10x/Passport Connect Power Supply",0,"315.06","Lifesize","Call",""
"LS-1000-0000-0410","1000-0000-0410","LS Camera 10x",0,"4,722.69","Lifesize","Call",""
"LS-1000-0000-0593","1000-0000-0593","LS Digital MicPod",0,"629.06","Lifesize","Call",""
"LS-1000-0000-0594","1000-0000-0594","LS Link Cable - 9m",0,"90.17","Lifesize","Call",""
"LS-1000-0000-0599","1000-0000-0599","LS Power Supply for Icon 400/450/600 Flex & Passport Systems",0,"315.06","Lifesize","Call",""
"LS-1000-0000-0752","1000-0000-0752","LS Icon 600 - Dual Display License",0,"6,470.88","Lifesize","Call",""
"LS-1000-0000-0758","1000-0000-0758","Lifesize Link Cable - 4M",0,"60.47","Lifesize","Call",""
"LS-1000-0000-0759","1000-0000-0759","LS Link Cable - 15m",0,"180.34","Lifesize","Call",""
"LS-1000-0000-0784","1000-0000-0784","LS Icon Remote for 400/450/600/800",0,"90.17","Lifesize","Call",""
"LS-1000-0000-0887","1000-0000-0887","LS Link Adapter",0,"180.34","Lifesize","Call",""
"LS-1000-0000-0889","1000-0000-0889","LS Icon 600 - Codec Only - Single 1080p",0,"7,286.64","Lifesize","Call",""
"LS-1000-0000-0890","1000-0000-0890","LS Icon 800 - Codec Only - Dual 1080p",0,"18,419.74","Lifesize","Call",""
"LS-1000-0000-0906","1000-0000-0906","LS Icon Remote 2.0 for Flex ",0,"90.17","Lifesize","Call",""
"LS-1000-0000-0918","1000-0000-0918","LS Phone HD (Icon Series)",0,"2,105.69","Lifesize","Call",""
"LS-1000-0000-0933","1000-0000-0933","LS Share",0,"535.71","Lifesize","Call",""
"LS-1000-0000-1171","1000-0000-1171","LS Icon 600 - 10x Camera - Digital MicPod - Single 1080p",0,"10,307.80","Lifesize","Call",""
"LS-1000-0000-1173","1000-0000-1173","LS Icon 800 - 10x Camera - Dual 1080p Display",0,"20,309.02","Lifesize","Call",""
"LS-1000-0000-1180","1000-0000-1180","LS Icon 600 - 10x Camera - Phone HD - Single 1080p",0,"12,441.07","Lifesize","Call",""
"LS-1000-0000-1181","1000-0000-1181","LS Icon 600 - 10x Camera - Phone HD - Dual 1080p",0,"16,705.48","Lifesize","Call","84652900786"
"LS-1000-0000-1182","1000-0000-1182","Lifesize Icon 800 - 10x Optical PTZ Camera - Phone HD Dual D",0,"22,041.31","Lifesize","Call",""
"LS-1000-0000-1183","1000-0000-1183","LS Icon 450 - Phone HD",0,"8,886.33","Lifesize","Call","84652900798"
"LS-1000-0000-1185","1000-0000-1185","LS Icon 700 - Phone HD",0,"12,754.53","Lifesize","Call",""
"LS-1000-0000-1186","1000-0000-1186","Lifesize Icon 300 - Phone HD",0,"5,151.25","Lifesize","Call",""
"LS-1000-0000-1188","1000-0000-1188","Lifesize Icon 500 - Phone HD",0,"8,502.46","Lifesize","Call",""
"LS-1000-0000-1189","1000-0000-1189","LS Icon 300 - Micpod 3",0,"4,293.06","Lifesize","Call",""
"LS-1000-2100-0410","1000-2100-0410","LS Camera 10x - DSS",0,"324.61","Lifesize","Call",""
"LS-1000-2100-0918","1000-2100-0918","LS Phone HD - DSS",0,"211.10","Lifesize","Call",""
"LS-1000-2100-0922","1000-2100-0922","LS Share - DSS",0,"281.12","Lifesize","Call",""
"LS-1000-2100-1161","1000-2100-1161","LS Icon 600 - DSS - 1yr Subscription",0,"1,745.02","Lifesize","Call",""
"LS-1000-2100-1172","1000-2100-1172","LS Icon 800 - DSS",0,"1,452.24","Lifesize","Call",""
"LS-1000-2100-1183","1000-2100-1183","LS Icon 450 - DSS",1,"968.52","Lifesize","Now",""
"LS-1000-2100-1185","1000-2100-1185","LS Icon 700 - DSS",0,"2,100.94","Lifesize","Call",""
"LS-1000-2100-1186","1000-2100-1186","LS Icon 300 - DSS",0,"968.52","Lifesize","Call",""
"LS-1000-2100-1188","1000-2100-1188","LS Icon 500 - DSS",0,"1,575.26","Lifesize","Call",""
"LS-1000-2100-1189","1000-2100-1189","LS Icon 300 - Micpod 3 - DSS",0,"807.27","Lifesize","Call",""
"LS-3000-0000-0253","3000-0000-0253","LS Cloud Add-on Extreme Support - Medium Account",0,"9,012.56","Lifesize","Call",""
"LS-3000-0000-0254","3000-0000-0254","LS Cloud Add-on Extreme Support - Small Account",0,"18,025.12","Lifesize","Call",""
"LS-3000-0000-0470","3000-0000-0470","LS Cloud Add-on Record & Share - 10 Hours",0,"1,511.64","Lifesize","Call",""
"LS-3000-0000-0645","3000-0000-0645","LS Cloud Add-on Extreme Support - Small Account",0,"5,407.96","Lifesize","Call",""
"LS-3000-0000-0931","3000-0000-0931","LS Cloud Third Party Registration - Per Room System",0,"1,361.01","Lifesize","Call",""
"LS-3000-0000-0981","3000-0000-0981","LS Cloud Add-on Live Stream - 2500 Viewers",0,"9,827.26","Lifesize","Call",""
"LS-3000-0000-0986","3000-0000-0986","LS Cloud Add-on Live Stream - 10000 Viewers",0,"39,306.89","Lifesize","Call",""
"LS-3000-0000-1006","3000-0000-1006","LS Cloud Add-on 50-Way Calling",0,"1,511.64","Lifesize","Call",""
"LS-3000-0000-1043","3000-0000-1043","LS Cloud Add-on Record & Share - Unlimited - Small",0,"3,023.28","Lifesize","Call",""
"LS-3000-0000-1053","3000-0000-1053","LS Cloud Small Account",0,"7,560.33","Lifesize","Call",""
"LS-3000-0000-1058","3000-0000-1058","LS Cloud Medium Account",0,"18,897.10","Lifesize","Call",""
"LS-3000-0000-1063","3000-0000-1063","LS Cloud Large Account",0,"37,795.25","Lifesize","Call",""
"LS-3000-0000-1075","3000-0000-1075","LS Cloud Add-on Add User",0,"62.59","Lifesize","Call",""
"LS-3000-0000-1080","3000-0000-1080","LS Cloud Add-on Virtual Meeting Room",0,"452.97","Lifesize","Call",""
"LS-3000-0000-1100","3000-0000-1100","LS Cloud Add-on SSO",0,"2,268.00","Lifesize","Call",""
"LS-3000-0000-1115","3000-0000-1115","LS Cloud Add-on Live Stream - 500 Viewers",0,"3,931.33","Lifesize","Call",""
"LS-3000-0000-1120","3000-0000-1120","LS Cloud Add-on Record & Share - Unlimited - Medium",0,"6,046.56","Lifesize","Call",""
"LS-3000-0000-1125","3000-0000-1125","LS Cloud Add-on Record & Share - Unlimited - Large",0,"12,095.25","Lifesize","Call",""
"LS-3000-0000-1132","3000-0000-1132","LS Cloud Fast Start Account",0,"3,604.60","Lifesize","Call",""
"LS-3000-0000-1138","3000-0000-1138","LS Cloud One-time Meetings - Small Account",0,"2,268.00","Lifesize","Call",""
"LS-3000-0000-1143","3000-0000-1143","LS Cloud One-time Meetings - Medium Account",0,"6,046.56","Lifesize","Call",""
"LS-3000-0000-1153","3000-0000-1153","LS Cloud Add-On Dash Room License",0,"756.36","Lifesize","Call",""
"LS-3000-0000-1159","3000-0000-1159","LS Cloud Add-on 100-Way Calling",0,"2,268.00","Lifesize","Call",""
"LS-3000-0000-1164","3000-0000-1164","LS Cloud Add-on 300-Way Calling",0,"6,046.56","Lifesize","Call",""
"LS-3000-0000-1170","3000-0000-1170","LS Cloud Microsoft Integration - Small Accounts",0,"1,135.06","Lifesize","Call",""
"LS-3000-0000-1175","3000-0000-1175","LS Cloud Microsoft Integrations - Medium Accounts",0,"4,534.92","Lifesize","Call",""
"LS-3000-0000-1214","3000-0000-1214","Lifesize Host Plus - Per User - Min Qty 10",0,"315.06","Lifesize","Call",""
"LS-3000-0000-1214","3000-0000-1214","Lifesize Host Plus - Per User - Min Qty 10",0,"315.06","Lifesize","Call",""
"LS-3000-0000-1215","3000-0000-1215","Lifesize Host Enterprise - Per User - Min Qty 50",0,"315.06","Lifesize","Call",""
"LS-3000-0000-1215","3000-0000-1215","Lifesize Host Enterprise - Per User - Min Qty 50",0,"315.06","Lifesize","Call",""
"LS-3000-0000-1217","3000-0000-1217","LS Cloud Add-on 500-Way Calling",0,"9,070.91","Lifesize","Call",""
"PM-BUSYLIGHTALPHA","15306","Kuando Busylight UC Alpha - Microsoft Teams",22,"75.32","Kuando","Now",""
"PM-BUSYLIGHTCOMBI","BUSYLIGHTCOMBI","Kuando Busylight Combi for Deskphones & Headsets",3,"92.29","Kuando","Now",""
"PM-BUSYLIGHTOMEGA","15410","Kuando Busylight UC Omega - Microsoft Teams",7,"75.32","Kuando","Now",""
"PM-KUANDOBOX","15620","Kuando Box",16,"75.32","Kuando","Now",""
"SM-C520WiMi","00004356","Snom C520 SIP Conference Phone with Two Wireless Mics",0,"533.59","Snom","Call",""
"SM-C52SP","C52SP","Snom C52 SIP DECT Expansion Wireless Speakerphone.x",2,"359.84","Snom","Now",""
"SM-D120","00004361","Snom D120 SIP Deskphone.x",24,"98.80","Snom","Now",""
"SM-D7","00004011","Snom D7 18-Button DSS Module for D715/725/745/765.x",10,"201.76","Snom","Now",""
"SM-D712","00004353","Snom D712 4-Line 5-Button SIP Deskphone 10/100 poE.x",41,"154.96","Snom","Now",""
"SM-D715","00004039","Snom D715 4-Line 5-Button SIP Deskphone GIG PoE",34,"100.98","Snom","Now",""
"SM-D725","00003916","Snom D725 12-Line 18-Button SIP Deskphone GIG PoE",16,"81.60","Snom","Now",""
"SM-D745","00004259","Snom D745 12-Line 8-Button LSS SIP Deskphone GIG PoE",37,"112.20","Snom","Now",""
"SM-D765","00003917","Snom D765 12-Line 16-Button Colour SIP Deskphone GIG PoE",4,"100.98","Snom","Now",""
"SM-D785","00004349","Snom D785 12-Line 24-Button Colour SIP Deskphone GIG PoE",0,"309.76","Snom","Call",""
"SM-D785W","0004392","Snom D785 24-Button Colour SIP Deskphone GIG PoE White",0,"309.76","Snom","Call",""
"SM-EHS","2362","Snom Wireless Headset Adaptor.x",26,"100.88","Snom","Now",""
"SM-M5","00003930","Snom M5 IP DECT Range Extending Repeater.x",15,"269.36","Snom","Now",""
"SM-M65","00003969","Snom M65 IP DECT Professional Handset. Wideband Audio",17,"303.39","Snom","Now",""
"SM-M700","00003928","Snom M700 IP DECT Multi-cell Base Station.x",0,"540.80","Snom","Call",""
"SM-M90","00004425","Snom M90 Antibacterial IP DECT Handset.x",31,"796.64","Snom","Now",""
"SM-M900","00004426","Snom M900 IP DECT Base Station",17,"655.58","Snom","Now",""
"SM-M900M90BUNDLE","UPDATE","Snom M900 & M90 Bundle",0,"867.00","Snom","Call",""
"SM-PA1","00004602","Snom PA1+ 4-Line SIP Public Address Bridge",2,"252.48","Snom","Now",""
"SN-508321","508321","EPOS HZP 52 SC 1x5 Foam Earpad - 2 pcs.X",1,"7.21","EPOS","Now","4044155240849"
"SN-508322","508322","EPOS HZP 54 SC 1x5 Leatherette Earpad - 2 pcs.X",4,"9.27","EPOS","Now","4044155240856"
"VT-A1310","A1310","Vtech A1310 Corded TrimStyle Phone",30,"48.80","VTech","Now",""
"VT-A2210","A2210","VTech A2210 Corded Hospitality Phone - MOQ 12pcs",0,"100.78","VTech","Call",""
"VT-A2210NS","A2210NS","VTech A2210NS Corded Hospitality Phone - no speakerphone",0,"82.75","VTech","Call",""
"VT-A2211","A2211","VTech A2211 Corded Petite Hospitality Phone - MOQ 12pcs",0,"82.75","VTech","Call",""
"VT-A2220","A2220","VTech A2220 Corded Hospitality Phone - MOQ 12pcs",0,"145.33","VTech","Call",""
"VT-A2310","A2310-MW","VTech A2310 Corded Slim Hospitality Phone - MOQ 12pcs",0,"55.17","VTech","Call",""
"VT-A2411","A2411","Vtech A2411 Cordless Hospitality Phone - MOQ 12pcs",2,"280.06","VTech","Now",""
"VT-A241SDU","A241SDU","Vtech C4101 Cordless Hospitality Extra Handset with Charger",0,"161.25","VTech","Call",""
"VT-C4101","C4101","Vtech C4101 Cordless Hospitality Extra Handset - MOQ 12pcs",0,"160.19","VTech","Call",""
"VT-PMX-S5410","PMX-S5410","Vtech PMX-S5410 DECT Hospitality Phone - MOQ 12pcs",5,"450.84","Vtech Hospitality","Now",""
"VT-S2100-X","S2100-X","Vtech S2100-X SIP Lobby Phone - MOQ 12pcs",0,"203.68","VTech","Call",""
"VT-S2210","S2210-X","VTech S2210-X SIP Corded Hospitality Phone - MOQ 12pcs",6,"163.37","VTech","Now",""
"VT-S2211","S2211-X","VTech S2211-X SIP Corded Petite Hospitality Phone - MOQ 12pc",1,"143.21","VTech","Now",""
"VT-S2310","S2310","VTech S2310 SIP Corded Slim Hospitality Phone.x",5,"98.80","VTech","Now",""
"VT-S2411","S2411-X","VTech S2411-X SIP Cordless Hospitality Phone - MOQ 12pcs",3,"344.76","VTech","Now",""
"VT-S2415","S2415","Vtech S2415 TrimStyle 1-Line SIP Cordless Phone - MOQ 12pcs",0,"292.79","VTech","Call",""
"VT-S2415HC","S2415HC","Vtech S2415HC Accessory Handset + Charger - Requires S2415",0,"162.31","VTech","Call",""
"VT-S241SDU","S241-X-SD","Vtech S241-X Cordless Hospitality Extra Handset with Charger",0,"163.37","VTech","Call",""
"ZYEPS-1000205","EP1000205","EPOS ADAPT 460 Bluetooth In-Ear Neckband UC Headset - Team.X",0,"281.19","EPOS","Call","5714708000068"
"ZYGR-GWN7624","GWN7624","Grandstream GWN7624 Hybrid 802.11ac Wave-2 WiFi AP.x",0,"109.00","Grandstream","Call",""
"ZYSM-M25","00004160","Snom M25 IP DECT Office Handset.x",0,"121.38","Snom","Call",""
""
