Ingram Part Number,Ingram Part Description,Customer Part Number,Vendor Part Number,EANUPC Code,Plant,Vendor Number,Vendor Name,Size,Weight,Volume,Unit,Category ID,Customer Price,Retail Price,Availability Flag,Available Quantity,Backlog Information,Backlog ETA,License Flag,BOM Flag,Material Long Description,Length,Width,Height,Dimension Unit,Weight Unit,Volume Unit,Category,Material Creation Reason code,Media Code,Material Language Code,Substitute Material,Manufacturer Vendor Number,Sub-Category,Product Family,Purchasing Vendor,Material Change Code,Price Status,New Material Flag,Vendor Subrange,Case Qty,Pallet Qty,Direct Order identifier,Material Status,Release Date,Fulfilment type,Music Copyright Fees,Recycling Fees,Document Copyright Fees,Battery Fees,Customer Price with Tax,Retail Price with Tax,Tax Percent,Discount in Percent,Customer Reservation Number,Customer Reservation Qty,Agreement ID,Level ID,Period,Points,Company code,Customer Currency Code,Customer Price Change Flag,Substitute Flag,Availability (Local Stock),Availability (Central Stock),Creation Reason Type,Creation Reason Value,Plant 01 Available Quantity,Plant 02 Available Quantity,VAT Rate,Product Group,MRP Controller,Shipping Country,Local Stock Backlog Quantity,Local Stock Backlog ETA,Central Stock Backlog Quantity,Central Stock Backlog ETA,Customer Price Including Fees,Total Fees,Category Description,Sub-Category Description,Category ID Description
000000000006360447,Yealink WH66 DUAL Headset,,1308003,6938818306417,NZ01,0000501799,YEALINK,,1.2000,7070.0000,EA,002106,365.80,648.97,,21,0,,,,WH66 TEAMS BINAURAL EAR (DUAL EAR) OVER-THE-HEAD HEADSET. BUSYLIGHT ON HEADSET. LEATHER EAR CUSHIONS. YEALINK ACOUSTIC SHIELD TECHNOLOGY. DECT BASE: MS TEAMS BUTTON. INPUT PORTS: 1X USB 3.0 PORT 2X BL,26.0000,20.6000,13.2000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,477572,0006,0020,,,20250219,,0,0,0,0,420.67,746.32,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,21,,,,Z01,NZ,0,, 0,, 365.8, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006360448,WH67 TEAMS PREMIER DECT WIRELESS HS,,1308040,6938818306561,NZ01,0000501799,YEALINK,,1.4500,6124.0000,EA,002106,343.14,607.64,,6,0,,,,WH67 TEAMS PREMIER DECT WIRELESS HS,25.6000,20.8000,11.5000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0010,0000,,,,,0,0,0,0,394.61,698.79,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,6,,,,Z01,NZ,0,, 0,, 343.14, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006360450,WHC60 WIRELESS CHARGER FOR WH66/WH67,,1308017,6938818306967,NZ01,0000501799,YEALINK,,0.2650,486.0000,EA,002106,70.03,124.01,,20,0,,,,WHC60 Wireless Charger for WH66/WH67,14.3000,10.3000,3.3000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,477572,0050,0034,,,20250219,,0,0,0,0,80.53,142.61,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,20,,,,Z01,NZ,0,, 0,, 70.03, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006360574,WH64 DUAL MS Teams DECT Wireless HS,,1208674,6938818319578,NZ01,0000501799,YEALINK,,0.7500,4798.0000,EA,002106,245.10,434.03,,243,150,20260813,,,WH64 DUAL MS Teams Certified DECT Wireless Headset & DECT Base. 1x USB 2.0 Port + Type-C USB 2.0 port for PC + Mini USB port (for 3rd party EHS62/Telephone cable) Includes 2 YR Warranty,24.0000,19.6000,10.2000,CM,KG,CCM,004,B,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,B,,477572,0010,9999,,,,,0,0,0,0,281.87,499.13,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,243,,,,Z01,NZ,0,, 0,, 245.1, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006360576,WH64 MONO MS Teams DECT Wireless HS,,1208671,841885123459,NZ01,0000501799,YEALINK,,0.7300,4942.0000,EA,002106,214.75,380.29,,321,300,20260813,,,WH64 MONO MS Teams Certified DECT Wireless Headset & DECT Base. 1x USB 2.0 Port + Type-C USB 2.0 port for PC + Mini USB port (for 3rd party EHS62/Telephone cable) Includes 2 YR Warranty,24.0000,19.8000,10.4000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0010,9999,,,20250219,,0,0,0,0,246.96,437.33,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,321,,,,Z01,NZ,0,, 0,, 214.75, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006383008,BUSYLIGHT FOR WH6X & MP50,,1300077,6938818306974,NZ01,0000501799,YEALINK,,0.0400,156.6720,EA,002106,23.34,41.34,,17,0,,,,BUSYLIGHT FOR WH6X & MP50,13.6000,4.8000,2.4000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,474928,0020,9999,,,20250219,,0,0,0,0,26.84,47.54,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,17,,,,Z01,NZ,0,, 0,, 23.34, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006385426,BH74 Teams USB-C/A,,1208678,6938818320345,NZ01,0000501799,YEALINK,,0.3500,2222.0000,EA,002106,168.07,297.62,,163,100,20260813,,,BH74 Teams USB-C/A,20.6000,18.6000,5.8000,CM,KG,CCM,004,A,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,A,,477572,0010,9999,,,20250114,,0,0,0,0,193.28,342.26,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,163,,,,Z01,NZ,0,, 0,, 168.07, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006385569,BH74 with Stand Teams USB-C/A,,1208682,6938818320390,NZ01,0000501799,YEALINK,,0.6000,4078.0000,EA,002106,177.40,314.15,,123,250,20260813,,,BH74 with Stand Teams USB-C/A,22.8000,20.8000,8.6000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0005,9999,,,20250114,,0,0,0,0,204.01,361.27,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,123,,,,Z01,NZ,0,, 0,, 177.4, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006387775,Cloth Carry Case for UH38/BH72/BH76/WH62,,3311001,6938818312562,NZ01,0000501799,YEALINK,,0.5000,40069.0000,EA,002106,20.93,30.19,,0,0,,,,Cloth Carry Case for UH38/BH72/BH76/WH62,46.7000,44.0000,19.5000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0000,0000,,,20250219,,0,0,0,0,24.07,34.72,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 20.93, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006387779,Drawstring Bag Black for UH36,,330200007027,6938818308343,NZ01,0000501799,YEALINK,,5.8000,77249.0000,EA,002106,11.54,20.44,,0,0,,,,Drawstring Bag Black for UH36,58.7000,37.6000,35.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,20250219,,0,0,0,0,13.27,23.51,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 11.54, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006387790,Leather Carry Case for UH38/BH72/BH76,,3311002,6938818312579,NZ01,0000501799,YEALINK,,1.0000,40069.0000,EA,002106,21.56,0.00,,0,0,,,,Leather Carry Case for UH38/BH72/BH76,46.7000,44.0000,19.5000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,20250219,,0,0,0,0,24.79,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 21.56, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006589759,WH68 Teams,,1208655,6938818322196,NZ01,0000501799,YEALINK,,0.6000,6095.0000,EA,002106,280.11,496.03,,156,0,,,,WH68 Teams,23.8000,19.4000,13.2000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,477572,0006,9999,,,,,0,0,0,0,322.13,570.43,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,156,,,,Z01,NZ,0,, 0,, 280.11, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006600871,WH63 E2,,1208711,841885125934,NZ01,0000501799,YEALINK,,0.6500,3937.0000,EA,002106,182.07,322.42,,88,0,,,,WH63 E2 Teams Microsoft Certified Teams DECT Wireless Headset,20.8000,18.2000,10.4000,CM,KG,CCM,004,B,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,B,,477572,0010,9999,,,,,0,0,0,0,209.38,370.78,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,88,,,,Z01,NZ,0,, 0,, 182.07, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000006738923,WH68 Hybrid with Charging Stand,,1208741,6938818322929,NZ01,0000501799,YEALINK,,0.7400,5911.0000,EA,002106,238.10,421.63,,9,0,,,,WH68 Hybrid with Charging Stand,26.0000,20.3000,11.2000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0005,0000,,,,,0,0,0,0,273.82,484.87,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,9,,,,Z01,NZ,0,, 0,, 238.1, 0.00,Communications,Voice Over IP (VOIP),VOIP Wireless Headsets
000000000005626677,UH34/YHS34 EAR CUSHION,,330100010021,841885106711,NZ01,0000501799,YEALINK,,0.0100,49.0000,EA,002107,2.31,4.09,,0,0,,,,UH34/YHS34 Foamy Ear Cushion (1pc),7.0000,7.0000,1.0000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,477572,0010,9999,,,19000101,,0,0,0,0,2.66,4.70,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 2.31, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000006360431,QD to RJ9 Cord,,330000008028,6938818308749,NZ01,0000501799,YEALINK,,0.5000,1.0000,EA,002107,11.54,20.44,,0,0,,,,Yealink QD-RJ9-CORD is a Quick Disconnect (QD) to RJ9 converter for Yealink YHS34 YHS34 Lite and YHS36 headsets for easy connection with any Yealink phone.,1.0000,1.0000,0.5000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,20250219,,0,0,0,0,13.27,23.51,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 11.54, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000006387350,YHC20T USB-C,,1300082,841885107329,NZ01,0000501799,YEALINK,,0.1500,900.0000,EA,002107,25.39,44.97,,0,0,,,,YHC20T USB-C,15.0000,12.0000,5.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,,,0,0,0,0,29.2,51.72,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 25.39, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000006387351,YHM341 Lite,,1308078,841885107435,NZ01,0000501799,YEALINK,,0.3000,1600.0000,EA,002107,25.86,49.06,,0,0,,,,YHM341 Lite,20.0000,16.0000,5.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,,,0,0,0,0,29.74,56.42,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 25.86, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000006387352,YHD362,,1308075,841885107268,NZ01,0000501799,YEALINK,,0.4500,2376.0000,EA,002107,56.02,106.29,,0,0,,,,YHD362,22.0000,18.0000,6.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,,,0,0,0,0,64.42,122.23,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 56.02, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000006387353,YHD342 Lite,,1308079,841885107459,NZ01,0000501799,YEALINK,,0.3000,1600.0000,EA,002107,34.47,65.41,,0,0,,,,YHD342 Lite,20.0000,16.0000,5.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,,,0,0,0,0,39.64,75.22,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 34.47, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000006387354,YHC20T SE USB-C,,1300080,841885107367,NZ01,0000501799,YEALINK,,0.1500,900.0000,EA,002107,23.09,40.88,,0,0,,,,YHC20T SE USB-C,15.0000,12.0000,5.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,477572,0000,0000,,,,,0,0,0,0,26.55,47.01,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 23.09, 0.00,Communications,Voice Over IP (VOIP),VOIP Wired Headsets
000000000006221577,PSU-48V/0.7A-AC(1.5M)/DC6.5(2M),,330000025036,841885113122,NZ01,0000501799,YEALINK,,0.2700,1131.0000,EA,002138,47.10,67.93,,14,0,,,,PSU-48V/0.7A-AC(1.5M)/DC6.5(2M) for UVC40/84/UVC34 A10/A20/30 MSPEAKER II,19.0000,17.0000,3.5000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,474928,0999,9999,,,,,0,0,0,0,54.17,78.12,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,14,,,,Z01,NZ,0,, 0,, 47.1, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006328776,PSU-12V/1.25A-DC6.5(2.5M),,330000022007,6938818310155,NZ01,0000501799,YEALINK,,0.1450,556.0000,EA,002138,20.93,30.19,,5,0,,,,PSU-12V/1.25A-DC6.5 PSU for CP925/CP935W/RoomCast/RoomCast/RoomPanel & T8 Series Phones,10.3000,9.0000,6.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0000,0010,,,,,0,0,0,0,24.07,34.72,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,5,,,,Z01,NZ,0,, 0,, 20.93, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006382999,BTH58 SPARE WH FOR MP58-WH,,1300005,6938818306615,NZ01,0000501799,YEALINK,,0.2060,699.0000,EA,002138,65.41,94.34,,0,0,,,,BTH58 SPARE WH FOR MP58-WH,5.7000,5.7000,21.5000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,474928,0000,0000,,,20250219,,0,0,0,0,75.22,108.49,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 65.41, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006383002,EXP MODULE T5 RANGE,,1300033,6938818301672,NZ01,0000501799,YEALINK,,0.6000,3127.0000,EA,002138,172.99,260.39,,7,0,,,,EXP MODULE T5 RANGE,21.6000,15.4000,9.4000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0010,0030,,,20250219,,0,0,0,0,198.94,299.45,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,7,,,,Z01,NZ,0,, 0,, 172.99, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006383003,EXP43 COLOR EXP MODULE -T43U/T46U/T48U,,1300036,6938818304345,NZ01,0000501799,YEALINK,,0.5800,2824.0000,EA,002138,201.47,290.57,,22,0,,,,EXP43 COLOR EXP MODULE -T43U/T46U/T48U,21.2000,14.8000,9.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0010,9999,,,20250219,,0,0,0,0,231.69,334.16,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,22,,,,Z01,NZ,0,, 0,, 201.47, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006383014,SIP-T31P IP 2 LINES & HD VOICE,,1301043,841885104823,NZ01,0000501799,YEALINK,,0.8500,5086.0000,EA,002138,92.95,113.73,,38,0,,,,SIP-T31P IP 2 LINES & HD VOICE,21.8000,21.6000,10.8000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,458574,0010,0200,,,20250219,,0,0,0,0,106.89,130.79,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,38,,,,Z01,NZ,0,, 0,, 92.95, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006383015,SIP-T31G IP 2 LINES & HD VOICE,,1301044,6938818306059,NZ01,0000501799,YEALINK,,0.7000,5133.0000,EA,002138,131.49,160.88,,19,0,,,,SIP-T31G IP 2 LINES & HD VOICE,21.8000,21.8000,10.8000,CM,KG,CCM,004,B,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,B,,458574,0010,9999,,,20250219,,0,0,0,0,151.21,185.01,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,19,,,,Z01,NZ,0,, 0,, 131.49, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006383016,SIP-T33G IP 4 LINES & COLOUR LCD,,1301046,841885104885,NZ01,0000501799,YEALINK,,1.0500,5638.0000,EA,002138,160.96,196.95,,0,240,20260724,,,SIP-T33G IP 4 LINES & COLOUR LCD,24.4000,21.8000,10.6000,CM,KG,CCM,004,A,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,A,,458574,0010,9999,,,20250219,,0,0,0,0,185.1,226.49,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 160.96, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006383029,T46U BUSINESS IP PHONE,,1301203,6938818304314,NZ01,0000501799,YEALINK,,1.4500,7946.0000,EA,002138,301.53,368.93,,176,100,20260128,,,T46U BUSINESS IP PHONE,27.4000,25.0000,11.6000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,458574,0005,9999,,,20250219,,0,0,0,0,346.76,424.27,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,176,,,,Z01,NZ,0,, 0,, 301.53, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006384212,Wall Mount Bracket for T46U,,330100000036,6938818306912,NZ01,0000501799,YEALINK,,0.2000,1161.0000,EA,002138,6.54,9.43,,0,3,20250425,,,Wall Mount Bracket for T46U,21.1000,13.1000,4.2000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,474928,0000,0000,,,20250219,,0,0,0,0,7.52,10.84,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 6.54, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006387663,T43U BUSINESS IP PHONE,,1301202,6938818304284,NZ01,0000501799,YEALINK,,1.2000,6583.0000,EA,002138,201.77,246.88,,0,400,20260128,,,T43U BUSINESS IP PHONE,24.6000,22.3000,12.0000,CM,KG,CCM,004,A,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,A,,458574,0005,9999,,,20250219,,0,0,0,0,232.04,283.91,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 201.77, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006387757,PWR ADPT.5V/0.6A T2/T3 IP Phones,,330000010045,841885109439,NZ01,0000501799,YEALINK,,0.1050,549.0000,EA,002138,9.16,13.21,,290,0,,,,PWR ADPT.5V/0.6A T2/T3 IP Phones & W70B (YLPS050600C1-AU),10.4000,8.8000,6.0000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,474928,0040,0280,,,20250219,,0,0,0,0,10.53,15.19,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,290,,,,Z01,NZ,0,, 0,, 9.16, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006387760,BACKPLATE FOR THE W56H,,330200006044,6938818309494,NZ01,0000501799,YEALINK,,11.0000,77249.0000,EA,002138,2.62,3.77,,0,0,,,,BACKPLATE FOR THE W56H,58.7000,37.6000,35.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0000,0000,,,20250219,,0,0,0,0,3.01,4.34,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 2.62, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006387764,WALL BRACKET FOR SIP-T27 T29 IP PHONES,,330100000021,6938818306882,NZ01,0000501799,YEALINK,,11.9000,77249.0000,EA,002138,6.54,9.43,,0,0,,,,WALL BRACKET FOR SIP-T27 T29 IP PHONES,58.7000,37.6000,35.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0000,0000,,,20250219,,0,0,0,0,7.52,10.84,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 6.54, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006387772,SPIRAL-EHS36/T19/T21/T23/T3X,,330000008020,6938818312302,NZ01,0000501799,YEALINK,,0.0110,60329.0000,EA,002138,1.31,1.89,,1,0,,,,SPIRAL-EHS36/T19/T21/T23/T3X,59.5000,39.3000,25.8000,CM,KG,CCM,004,D,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,D,,474928,0000,0013,,,,,0,0,0,0,1.51,2.17,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,1,,,,Z01,NZ,0,, 0,, 1.31, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006387784,TPR-VCM38 Ceiling Rod for use with VCM38,,330100010038,6938818313774,NZ01,0000501799,YEALINK,,1.0000,23562.0000,EA,002138,44.48,64.15,,0,0,,,,TPR-VCM38 Ceiling Rod for use with VCM38,37.5000,33.6000,18.7000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0000,0000,,,20250219,,0,0,0,0,51.15,73.77,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 44.48, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006388251,WALL BRACKET FOR T40/T41/T42/T43U,,330100000022,841885105127,NZ01,0000501799,YEALINK,,0.1400,1283.0000,EA,002138,6.54,9.43,,15,24,20260130,,,WALL BRACKET FOR T40/T41/T42/T43U,15.5000,6.0000,13.8000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0999,9999,,,20250219,,0,0,0,0,7.52,10.84,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,15,,,,Z01,NZ,0,, 0,, 6.54, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006388252,SPIRAL-T4X/T5X/MP5X/VP59/T67/T7/T8,,330000008023,6938818312173,NZ01,0000501799,YEALINK,,0.0500,250.0000,EA,002138,2.09,3.02,,8,100,20260807,,,SPIRAL-T4X/T5X/MP5X/VP59/T67/T7/T8,10.0000,5.0000,5.0000,CM,KG,CCM,004,A,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,A,,474928,0050,0050,,,20250219,,0,0,0,0,2.4,3.47,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,8,,,,Z01,NZ,0,, 0,, 2.09, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006388258,TABLE STAND FOR T46,,330100000121,841885110992,NZ01,0000501799,YEALINK,,14.5000,77249.0000,EA,002138,2.88,4.15,,0,0,,,,TABLE STAND FOR T46,58.7000,37.6000,35.0000,CM,KG,CCM,004,C,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,C,,474928,0000,0000,,,20250219,,0,0,0,0,3.31,4.77,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 2.88, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006388260,STAND FOR T48,,330100000124,841885112958,NZ01,0000501799,YEALINK,,0.0800,1869.0000,EA,002138,3.14,4.53,,0,0,,,,STAND FOR T48,32.5000,23.0000,2.5000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0010,0100,,,20250219,,0,0,0,0,3.61,5.21,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 3.14, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006388262,TABLE STAND T42,,330100000120,841885112323,NZ01,0000501799,YEALINK,,14.6000,77249.0000,EA,002138,2.62,3.77,,0,0,,,,TABLE STAND T42,58.7000,37.6000,35.0000,CM,KG,CCM,004,N,,,,0000501799,403,YEALINK Communications Voice Over IP (VOI,0000103724,NEW,N,,474928,0000,0000,,,20250219,,0,0,0,0,3.01,4.34,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 2.62, 0.00,Communications,Voice Over IP (VOIP),VOIP Components
000000000006496652,MeetingBoard75 Pro All-in-one Display,,1203626,841885121677,NZ01,0000501799,YEALINK,,65.0000,477774.0000,EA,002200,7408.59,9827.73,,0,15,20260813,,,MeetingBoard75 Pro All-in-one Collaboration Display. Supports Teams/Zoom/General mode Incl 4 Stylus Pen. 2 YR Warranty,190.5000,22.0000,114.0000,CM,KG,CCM,008,B,,,,0000501799,021,YEALINK Audio/Visual Whiteboards & Presen,0000103724,NEW,B,,478725,0001,9999,,,,,0,0,0,0,8519.88,11301.89,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 7408.59, 0.00,Audio/Visual,Whiteboards & Presentation Devices,Whiteboards
