Brand,Model,Item Number,Description,Frequency Range,SRP NZD (inc GST),Dealer NZD - 33% (ex GST),New Product,Price Change,Special Notes,UPC,EAN,Country of Origin,Customs Tariff Code,Shipping Weight (g),Shipping Weight (lbs),Length (mm),Height (mm),Width (mm),Length (in),Height (in),Width (in),Master Carton Qty,Master Carton Weight (g),Master Carton Weight (lbs),Master Carton Length (mm),Master Carton Height (mm),Master Carton Width (mm),Master Carton Length (in),Master Carton Height (in),Master Carton Width (in),Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Image 8,Transducer Type,Polar Pattern,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Whats in the Box
Sennheiser,SL TABLESTAND 153-S DW-3 B,506612,"Speechline Digital Wireless Tablestand transmitter. 1.9GHz  DECT Operation. 
Compatible with all Sennheiser XLR-3 gooseneck microphones (not included). Features the wireless Qi charging standard or charging
via USB. (Use  CHG QI 2 for two mobile devices). Includes rechargeable accupack (BA 40) with up to 10 hours of operating time.",,2099,1222.9,,_,,615104263901,4044155099010,DE,85176200,650,1.43,120,"166,7","47,9",4.72,6.56,1.89,5,4798.06,10.58,502,288,259,19.76,11.34,10.20,https://images.salsify.com/image/upload/s--oFgkVSCf--/ec65b4a7b5e930b8e2b946aace8f4efdd8ae6dfa.jpg,https://images.salsify.com/image/upload/s---PyWXr5s--/907472178a5ea425d7274f36e4d7c6b5d4b44dd5.jpg,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41473-en-SP_1090_v2.0_SL_Tablestand_153-S_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41473-en-SP_1090_v2.0_SL_Tablestand_153-S_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41473-en-SP_1090_v2.0_SL_Tablestand_153-S_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41473-en-SP_1090_v2.0_SL_Tablestand_153-S_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41473-en-SP_1090_v2.0_SL_Tablestand_153-S_DW_Specification_EN.pdf,"(1) SL Table stand 153-S DW, (1) BA 40 Rechargeable battery, (1) Quick guide, (1) Safety guide"
Sennheiser,SL TS 133 GN SET DW-3 AU,506621,"Speechline Digital wireless Gooseneck Set. Includes:
Half rack receiver, Wireless Mic base with 3pin XLR, Mute switch and MEG 14-40 Gooseneck microphone, Cardioid capsule. 1.9GHz DECT Operation. With rack mount kit",,3599,2096.81,,_,,615104264007,4044155099102,RO,85176200,"3302,6",7.27,405,73,350,15.94,2.87,13.78,3,10521.36,23.2,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--lsso_7Gd--/b0b769ff8c6f922983e8e434b76fa2b5a2cbc8d2.jpg,https://images.salsify.com/image/upload/s--ZV04IwsR--/6543e125a2145620ce67107dcfde1b4cc6d501e8.jpg,https://images.salsify.com/image/upload/s--9mqxc44V--/789d6f4d868fc0d148823bd9f446f402b9d7a18e.jpg,https://images.salsify.com/image/upload/s--5XCsKvtH--/7dde6ba9969f8f343133fe91c4bf013631819cfb.jpg,,,,,Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41478-en-SP_1091_v2.0_SL_TS_133_GN_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41478-en-SP_1091_v2.0_SL_TS_133_GN_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41478-en-SP_1091_v2.0_SL_TS_133_GN_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41478-en-SP_1091_v2.0_SL_TS_133_GN_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41478-en-SP_1091_v2.0_SL_TS_133_GN_Set_DW_Specification_EN.pdf,"(1) SL Table stand 133-S DW, (1) MEG 14-40 B Gooseneck microphone, (1) BA 40 Rechargeable battery, (1) SL Rack Receiver DW (incl. Power supply), (1) GA 4 Rackmount kit, (1) Quick guide, (1) Safety guide"
Sennheiser,SL TS 153 GN-L SET DW-3 AU,506622,"Speechline Digital wireless Gooseneck Set. Includes:

Half rack receiver, Wireless Mic base with 5pin XLR Mute switch and MEG 14-40 Gooseneck microphone, Cardioid capsule. 1.9GHz DECT Operation. With rack mount kit",,3899,2271.59,,_,,615104264014,4044155099119,RO,85176200,"3304,6",7.28,405,73,350,15.94,2.87,13.78,3,10527.36,23.21,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--D4zevwu4--/3dfe7ef3e40b6b84bcadae444d8c9b8772ae447b.jpg,https://images.salsify.com/image/upload/s--ao1nfcx1--/c122aea187b56a40d5b8dca5b20d0c18e928a56a.jpg,https://images.salsify.com/image/upload/s--0oGJlnza--/9d88c2a495d4e29bbf51fa3d2c8216a99c576dbf.jpg,https://images.salsify.com/image/upload/s--Vn7koAQ2--/6bbeb50438c71f4f633d88f5899a9cf784bf594d.jpg,https://images.salsify.com/image/upload/s--yX75ukDI--/e4b02756ed2e4a8ba42ab8d0cbd88d920b614598.jpg,https://images.salsify.com/image/upload/s--z-LX215W--/6d9630d4b62a062c65871204dfa1a736fd7ed412.jpg,,,Condenser,Cardioid,https://www.sennheiser.com/globalassets/digizuite/41481-en-SP_1092_v2.0_SL_TS_153_GN-L_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41481-en-SP_1092_v2.0_SL_TS_153_GN-L_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41481-en-SP_1092_v2.0_SL_TS_153_GN-L_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41481-en-SP_1092_v2.0_SL_TS_153_GN-L_Set_DW_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41481-en-SP_1092_v2.0_SL_TS_153_GN-L_Set_DW_Specification_EN.pdf,"(1) SL Table stand 153-S DW, (1) MEG 14-40-L-II B Gooseneck microphone with LED light ring, (1) BA 40 Rechargeable battery, (1) SL Rack Receiver DW (incl. Power supply), (1) GA 4 Rackmount kit, (1) Quick guide, (1) Safety guide"
Sennheiser,SR IEM G4-A,509618,Stereo monitoring transmitter. Includes (1) GA3 rackmount kit (516-558 MHz),A (516 - 558 MHz),1349,785.94,,_,,615104365889,4044155262704,RO,85176990,980,2.16,405,73,350,15.94,2.87,13.78,3,8312.14,18.32,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--zfy4172X--/44a0d77fa006179ce4730d85618d859ef66e1c9d.jpg,https://images.salsify.com/image/upload/s--DzPdxzGR--/0e04998e71aed3ee5181395a4f1cd67242956280.jpg,https://images.salsify.com/image/upload/s--ysnhm0kV--/e70d55f1735a9cc6de8ed2f70d8e18929d757cfd.jpg,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,"(1) SR IEM G4 Stereo transmitter, (1) Rod antenna, (1) NT 2-3 Power supply, (1) GA 3 Rackmount set, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,SR IEM G4-B,509620,"Stereo monitoring transmitter. Includes (1) GA3 rackmount kit, frequency range: B (626 - 668 MHz)",B (626 - 668 MHz),1349,785.94,,_,,615104365926,4044155262728,RO,85176990,980,2.16,405,73,350,15.94,2.87,13.78,3,8372.14,18.46,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--zfy4172X--/44a0d77fa006179ce4730d85618d859ef66e1c9d.jpg,https://images.salsify.com/image/upload/s--DzPdxzGR--/0e04998e71aed3ee5181395a4f1cd67242956280.jpg,https://images.salsify.com/image/upload/s--ysnhm0kV--/e70d55f1735a9cc6de8ed2f70d8e18929d757cfd.jpg,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41537-en-SP_1130_v2.0_SR_IEM_G4_Product_Specification_EN.pdf,"(1) SR IEM G4 Stereo transmitter, (1) Rod antenna, (1) NT 2-3 Power supply, (1) GA 3 Rackmount set, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,SZU 1032,003744,"Carrying sling for Handheld transmitter microphones, compatible with SKM 100/300/500/2000/2020-D, black, 34mm diameter",,39,22.72,,,,615104037441,4006087037447,DE,56090000,30,0.07,,,,,,,70,2681.56,5.91,504,288,319,19.84,11.34,12.56,https://images.salsify.com/image/upload/s--LkPlQQxX--/2698b08d9b951368750ed9f2b328a7a916048ce6.jpg,,,,,,,,,,,,,,,(1) SZU 1032 Carrying sling
Sennheiser,TEMPLE PAD FOR HMD 301 PRO,508586,Replacement temple pad (1 pc.) for single sided Headset HMD 301 PRO,,24.95,14.54,,,,615104326323,4044155244618,CN,85189000,10,0.02,225,"0,2",135,8.86,0.01,5.31,15,280.56,0.62,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--HuFuCGlA--/849d91d53db731ce3d4715fd61d87bffa1889f7a.jpg,,,,,,,,,,,,,,,(1) TEMPLE PAD FOR HMD 301 PRO
Sennheiser,TWISTED CABLE FOR IE400/500,507478,"Twisted eplacement cable for IE 400/500 Pro. 1,3m length with 3,5mm jack connector, clear",,159,92.63,,,,615104304543,4044155227307,CN,85444290,15,0.03,225,"0,2",135,8.86,0.01,5.31,20,410.56,0.91,194,178,149,7.64,7.01,5.87,https://images.salsify.com/image/upload/s--dzH1GTck--/af8a6456a300519ccdac2f9cca6bfa7d7b8e627f.jpg,,,,,,,,,,,,,,,(1) Twisted cable for IE 400/500
Sennheiser,USB-C CABLE (3M),700103,3 m USB-C Cable,,39.95,23.28,,,,615104379985,4044155271942,CN,85444290,114,0.25,110,31,109,4.33,1.22,4.29,54,7203.0,15.88,344,246,312,13.54,9.69,12.28,https://images.salsify.com/image/upload/s--mywfrSs3--/a0e9f0b94c8e3f3ef316fa3c60e4f7a9450cbb9a.jpg,,,,,,,,,,,,,,,(1) USB-C Cable (3m)
Sennheiser,XS LAV - FOAM WINDSHIELD,509296,Foam windshield for XS Lav USB-C and XS Lav Mobile,,9.95,5.8,,,,615104103177,4044155267419,CN,39269097,8,0.02,225,15,135,8.86,0.59,5.31,100,1120.0,2.47,500,150,230,19.69,5.91,9.06,https://images.salsify.com/image/upload/s--LkPlQQxX--/2698b08d9b951368750ed9f2b328a7a916048ce6.jpg,,,,,,,,,,,,,,,(1) XS Lav - Foam Windshield
Sennheiser,XS LAV Mobile,509260,"Omnidirectional lavalier microphone with 2 m (6.6') cable and 3.5 mm TRRS connector designed for use with mobile devices and computers for recording purposes. Note: TRRS connection will disable audio output on jack connector; for two-way communication needs, use XS Lav USB-C.  Includes (1) (1) Foam windshield for XS Lav, (1) Lavalier clip and (1) Pouch",,99,57.68,,,,615104359482,4044155259049,CN,85181000,19,0.04,178,35,128,7.01,1.38,5.04,20,2160.0,4.76,385,215,265,15.16,8.46,10.43,https://images.salsify.com/image/upload/s--PQUWPUOk--/ee01a806c4197b23a39c90f8bb02d8ee319f6ce7.jpg,https://images.salsify.com/image/upload/s--3cc0eaFp--/1c3f7cb091388511b1daf642926ec362410cfe26.jpg,,,,,,,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41791-en-SP_1304_v1.0_XS_Lav_Mobile_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41791-en-SP_1304_v1.0_XS_Lav_Mobile_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41791-en-SP_1304_v1.0_XS_Lav_Mobile_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41791-en-SP_1304_v1.0_XS_Lav_Mobile_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41791-en-SP_1304_v1.0_XS_Lav_Mobile_EN.pdf,"(1) XS Lav Lavalier microphone, (1) 3.5 mm TRRS connector and 
2 m (6.6Õ) cable, (1) ME 2-II Microphone clip, (1) XS Lav Windscreen, (1) Storage pouch"
Sennheiser,XS LAV USB-C,509261,"Omnidirectional lavalier microphone with 2 m (6.6') cable and USB-C connector designed for use with mobile devices and computers with USB-C inputs. Note: Third party USB-C to USB-A adapters may be used for connectivity to USB-A devices.  Includes (1) Foam windshield for XS Lav, (1) Lavalier clip and (1) Pouch",,119,69.33,,,,615104359512,4044155259056,CN,85181000,17,0.04,178,35,128,7.01,1.38,5.04,20,2160.0,4.76,385,215,265,15.16,8.46,10.43,https://images.salsify.com/image/upload/s--y18hcZOd--/76db4a7405d5386a0183b50ee75842cd6b8f3449.jpg,https://images.salsify.com/image/upload/s--y71L4K5Q--/9205afb9fc80463f372a687c3aad51cc03ae567c.jpg,,,,,,,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,"(1) XS Lav Lavalier microphone, (1) USB-C connector and 2 m (6.6Õ) cable, (1) ME 2-II Microphone clip, (1) XS Lav Windscreen, (1) Storage pouch"
Sennheiser,XS LAV USB-C MOBILE KIT,509259,"USB-C lavalier kit. Includes (1) XS Lav USB-C lavalier microphone, (1) Manfrotto PIXI Mini Tripod, (1) Smartphone clamp with cold-shoe mount, (1) Foam windshield for XS Lav, (1) Lavalier clip and (1) Pouch",,199,115.94,,,,615104359468,4044155259032,CN,85181000,17,0.04,240,70,115,9.45,2.76,4.53,20,10825.0,23.86,485,260,360,19.09,10.24,14.17,https://images.salsify.com/image/upload/s--5CJwh9sQ--/a91a55ee2584e9f7a5acce0cd333de103deaa2c9.jpg,https://images.salsify.com/image/upload/s--yxNIz-dQ--/d0ef2069bdbfc8d53f3c9a157e1d349712c111e9.jpg,https://images.salsify.com/image/upload/s--yACiwqLE--/79b064caed7f52d0352234d56aa4ab0f402755ed.jpg,https://images.salsify.com/image/upload/s--SslhDYfL--/da0463fb360ee1fa9d19a1223bed02614745c75a.jpg,https://images.salsify.com/image/upload/s--s3Pw7kBw--/090c181592e68d7862916105b1c72e5fc8221916.jpg,,,,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/41792-en-SP_1305_v1.1_XS_Lav_USB-C_EN.pdf,"(1) XS Lav Lavalier microphone, (1) USB-C connector and 2 m (6.6Õ) cable, (1) Manfrotto PIXI mini tripod, (1) Sennheiser Smartphone Clamp, (1) ME 2-II Microphone clip, (1) XS Lav Windscreen, (1) Storage pouch"
Sennheiser,XSW 1-825 DUAL-A,508263,"Wireless dual vocal set. Includes (2) SKM 825-XSW handheld transmitters with mute switch and e 825 capsules (cardioid, dynamic), (1) EM-XSW 1 DUAL stationary receiver with internal antennas, (2) MZQ 1 microphone clips, (1) NT 12-5 CW power supply and (2) pairs AA batteries, frequency range: A (548-572 MHz)",A (548 - 572 MHz),1219,710.2,,,,615104315471,4044155238242,TW,85181000,330,0.73,430,85,345,16.93,3.35,13.58,3,7430.0,16.38,300,515,385,11.81,20.28,15.16,https://images.salsify.com/image/upload/s--SF1y9vwb--/cbff6153fe8af31ac872f69c5bd9388b0c0beb0f.jpg,https://images.salsify.com/image/upload/s--EKnCOsyl--/8197c2bf101411bb60eca31249fe397895386bf8.jpg,https://images.salsify.com/image/upload/s--Gr-ppPUZ--/e5adb363c111bbecf5b980e6fc6f75540a300911.jpg,https://images.salsify.com/image/upload/s--HXG50bp8--/d9cbed0c4aa20dcb798fb94254f820f55249dfe4.jpg,,,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 DUAL Rack receiver, (2) SKM 825-XSW Handheld transmitter, (2) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (4) AA Batteries"
Sennheiser,XSW 1-825 DUAL-BC,508617,"Wireless dual vocal set. Includes (2) SKM 825-XSW handheld transmitters with mute switch and e 825 capsule (cardioid, dynamic), (1) EM-XSW 1 DUAL two-channel stationary receiver with internal antennas, (2) MZQ 1 microphone clips and (1) NT 12-5 CW power supply, frequency range: BC (670-694 MHz)",BC (670-694 MHz),1219,710.2,,,,615104331389,4044155246070,TW,85181000,330,0.73,430,345,85,16.93,13.58,3.35,3,7430.0,16.38,300,515,385,11.81,20.28,15.16,https://images.salsify.com/image/upload/s--SF1y9vwb--/cbff6153fe8af31ac872f69c5bd9388b0c0beb0f.jpg,https://images.salsify.com/image/upload/s--EKnCOsyl--/8197c2bf101411bb60eca31249fe397895386bf8.jpg,https://images.salsify.com/image/upload/s--Gr-ppPUZ--/e5adb363c111bbecf5b980e6fc6f75540a300911.jpg,https://images.salsify.com/image/upload/s--HXG50bp8--/d9cbed0c4aa20dcb798fb94254f820f55249dfe4.jpg,,,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 DUAL Rack receiver, (2) SKM 825-XSW Handheld transmitter, (2) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (4) AA Batteries"
Sennheiser,XSW 1-825-A,507108,Complete Vocal system : SKM 825 XSW handheld transmitter with 825 dynamic cardioid capsule  EM XSW1 mains powered receiver  plug pack power supply  2 antennae  2 AA batteries 548 - 572 MHz,A (548 - 572 MHz),609,354.81,,,,615104278615,4044155213348,TW,85181000,340,0.75,348,86,345,13.70,3.39,13.58,3,5047.0,11.13,300,380,400,11.81,14.96,15.75,https://images.salsify.com/image/upload/s--J-oOzy0W--/b1842dd19e4c360c6ac8058ac54e8f4ad1688f3b.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--V69XIds8--/ea31ab85f112535eab97e9f00d896d241cee76ad.jpg,https://images.salsify.com/image/upload/s--4oVQC-rz--/3e0aa8a8820187b278714dc2cf811901bd963360.jpg,https://images.salsify.com/image/upload/s--srFEn5ut--/9df98f3b68de19fb18213ce321d0fee31b5766ed.jpg,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 Rack receiver, (1) SKM 825-XSW Handheld transmitter, (1) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (2) AA Batteries"
Sennheiser,XSW 1-825-BC,507455,"Wireless vocal set. Includes (1) SKM 825-XSW handheld transmitter with mute switch and e825 capsule (cardioid, dynamic), (1) MZQ 1 mic clip, (1) EM-XSW 1 stationary receiver with internal antennas and (1) NT 12-5 CW power supply, frequency range: BC (670-694 MHz)",BC (670-694 MHz),609,354.81,,,,615104303546,4044155226300,TW,85181000,340,0.75,348,86,345,13.70,3.39,13.58,3,5047.0,11.13,300,380,400,11.81,14.96,15.75,https://images.salsify.com/image/upload/s--J-oOzy0W--/b1842dd19e4c360c6ac8058ac54e8f4ad1688f3b.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--V69XIds8--/ea31ab85f112535eab97e9f00d896d241cee76ad.jpg,https://images.salsify.com/image/upload/s--4oVQC-rz--/3e0aa8a8820187b278714dc2cf811901bd963360.jpg,https://images.salsify.com/image/upload/s--srFEn5ut--/9df98f3b68de19fb18213ce321d0fee31b5766ed.jpg,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 Rack receiver, (1) SKM 825-XSW Handheld transmitter, (1) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (2) AA Batteries"
Sennheiser,XSW 1-835 DUAL-A,508270,"Wireless dual vocal set. Includes (2) SKM 835-XSW handheld transmitters with mute switch and e 835 capsules (cardioid, dynamic), (1) EM-XSW 1 DUAL stationary receiver with internal antennas, (2) MZQ 1 microphone clips, (1) NT 12-5 CW power supply and (2) pairs AA batteries, frequency range: A (548-572 MHz)",A (548 - 572 MHz),1429,832.55,,,,615104315549,4044155238310,TW,85181000,330,0.73,430,85,345,16.93,3.35,13.58,3,7430.0,16.38,300,515,385,11.81,20.28,15.16,https://images.salsify.com/image/upload/s--SF1y9vwb--/cbff6153fe8af31ac872f69c5bd9388b0c0beb0f.jpg,https://images.salsify.com/image/upload/s--EKnCOsyl--/8197c2bf101411bb60eca31249fe397895386bf8.jpg,https://images.salsify.com/image/upload/s--Gr-ppPUZ--/e5adb363c111bbecf5b980e6fc6f75540a300911.jpg,https://images.salsify.com/image/upload/s--HXG50bp8--/d9cbed0c4aa20dcb798fb94254f820f55249dfe4.jpg,,,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 DUAL Rack receiver, (2) SKM 835-XSW Handheld transmitter, (2) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (4) AA Batteries"
Sennheiser,XSW 1-835 DUAL-BC,508618,"Wireless dual vocal set. Includes (2) SKM 835-XSW handheld transmitters with mute switch and e 835 capsule (cardioid, dynamic), (2) MZQ 1 microphone clips, (1) EM-XSW 1 DUAL two-channel stationary receiver with internal antennas and (1) NT 12-5 CW power supply, frequency range: BC (670-694 MHz)",BC (670-694 MHz),1429,832.55,,,,615104331396,4044155246087,TW,85181000,330,0.73,430,345,85,16.93,13.58,3.35,3,7430.0,16.38,300,515,385,11.81,20.28,15.16,https://images.salsify.com/image/upload/s--SF1y9vwb--/cbff6153fe8af31ac872f69c5bd9388b0c0beb0f.jpg,https://images.salsify.com/image/upload/s--EKnCOsyl--/8197c2bf101411bb60eca31249fe397895386bf8.jpg,https://images.salsify.com/image/upload/s--Gr-ppPUZ--/e5adb363c111bbecf5b980e6fc6f75540a300911.jpg,https://images.salsify.com/image/upload/s--HXG50bp8--/d9cbed0c4aa20dcb798fb94254f820f55249dfe4.jpg,,,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 DUAL Rack receiver, (2) SKM 835-XSW Handheld transmitter, (2) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (4) AA Batteries"
Sennheiser,XSW 1-835-A,507115,Complete Vocal system : SKM 835 XSW handheld transmitter with 835 superior cardioid dynamic capsule  EM XSW1 mains powered receiver  plug pack power supply  2 antennae  2 AA batteries 548 - 572 MHz,A (548 - 572 MHz),709,413.07,,,,615104278790,4044155213416,TW,85181000,340,0.75,348,86,345,13.70,3.39,13.58,3,5047.0,11.13,300,380,400,11.81,14.96,15.75,https://images.salsify.com/image/upload/s--J-oOzy0W--/b1842dd19e4c360c6ac8058ac54e8f4ad1688f3b.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--V69XIds8--/ea31ab85f112535eab97e9f00d896d241cee76ad.jpg,https://images.salsify.com/image/upload/s--4oVQC-rz--/3e0aa8a8820187b278714dc2cf811901bd963360.jpg,https://images.salsify.com/image/upload/s--srFEn5ut--/9df98f3b68de19fb18213ce321d0fee31b5766ed.jpg,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 Rack receiver, (1) SKM 835-XSW Handheld transmitter, (1) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (2) AA Batteries"
Sennheiser,XSW 1-835-BC,507456,"Wireless vocal set. Includes (1) SKM 835-XSW handheld transmitter with mute switch and e835 capsule (cardioid, dynamic), (1) MZQ 1 mic clip, (1) EM-XSW 1 stationary receiver with internal antennas and (1) NT 12-5 CW power supply, frequency range: BC (670-694 MHz)",BC (670-694 MHz),709,413.07,,,,615104303553,4044155226317,TW,85181000,340,0.75,348,86,345,13.70,3.39,13.58,3,5047.0,11.13,300,380,400,11.81,14.96,15.75,https://images.salsify.com/image/upload/s--J-oOzy0W--/b1842dd19e4c360c6ac8058ac54e8f4ad1688f3b.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--d95yFZR4--/ca93e8199856fea2d0bb32864e2d196bd5722b49.jpg,https://images.salsify.com/image/upload/s--V69XIds8--/ea31ab85f112535eab97e9f00d896d241cee76ad.jpg,https://images.salsify.com/image/upload/s--4oVQC-rz--/3e0aa8a8820187b278714dc2cf811901bd963360.jpg,https://images.salsify.com/image/upload/s--srFEn5ut--/9df98f3b68de19fb18213ce321d0fee31b5766ed.jpg,,,Dynamic,Cardioid,,,,,,"(1) EM-XSW 1 Rack receiver, (1) SKM 835-XSW Handheld transmitter, (1) MZQ 1 Microphone clip, (1) NT 12-5CW Power supply with country adapters, (2) AA Batteries"
Sennheiser,XSW 1-CI1-A,506994,Complete Instrument System: includes SK XSW bodypack transmitter  6.5mm jack to mini-jack input cable  EM XSW1 mains powered receiver  plug pack power supply  2 antennae  2 AA batteries.  548 - 572 MHz,A (548 - 572 MHz),609,354.81,,,,615104278448,4044155213201,TW,85176990,340,0.75,348,86,345,13.70,3.39,13.58,3,4540.0,10.01,300,380,400,11.81,14.96,15.75,https://images.salsify.com/image/upload/s--y5zVcYRe--/e58d58fbb9a48138d9a79ec0e48219f5a89ba1db.jpg,https://images.salsify.com/image/upload/s--L9eNnZn8--/112018eee233d1b1b7c9be4cddcea0d159945610.jpg,https://images.salsify.com/image/upload/s--t-KRYhoA--/7f861dbec408c4ebf8254ba748d3557452fca1f2.jpg,https://images.salsify.com/image/upload/s--rlGhvucC--/6364e84404131887514b4acff10dd9f905506268.jpg,https://images.salsify.com/image/upload/s--WOLdtFbm--/31f4d7f1934ca8b48468474f8aa494ad3c69775b.jpg,,,,,,,,,,,"(1) EM-XSW 1 Rack receiver, (1) SK-XSW Bodypack transmitter, (1) CI 1 Instrument cable, (1) NT 12-5CW Power supply with country adapters, (2) AA Batteries"
