Brand Text,Product Code,Description,UOM,Dealer Ex GST,Dealer Inc GST,RRP Inc GST,Indent Or Stocked,URL
Radial Engineering,RA-MCBOOST,Radial MCBOOST - Mic signal booster 25dB for dynamic and ribbons ,EACH,$325.43,$374.25,$499.00,S,https://amber.co.nz/mcboost-mic-signal-booster-25db-for-dyanamic-and-ribbons
Radial Engineering,RA-MIX-2:1,"MIX 2:1. Passive balanced mixer, 2 in 1 out. Sums 2 audio channels down to one.",EACH,$253.70,$291.75,$389.00,S,https://amber.co.nz/mix-2-1-passive-balanced-mixer-2-in-1-out-sums-2-audio-channels-down-to-one
Radial Engineering,RA-MIX-BLENDER,Dual input guitar mixer with insert loop to blend in effects.,EACH,$358.04,$411.75,$549.00,S,https://amber.co.nz/mix-blender-dual-input-guitar-mixer-with-insert-loop-to-blend-in-effects
Radial Engineering,RA-NUANCE-SELECT,Radial Nuance Select studio monitor controller,EACH,"$1,108.04","$1,274.25","$1,699.00",S,https://amber.co.nz/nuance-select-studio-monitor
Radial Engineering,RA-OX8-J,"Radial OX8-J - 8 channel mic splitter with Jensen isolation transformers, D-subs & XLRs ",EACH,"$2,412.39","$2,774.25","$3,699.00",S,https://amber.co.nz/rackmount-8-ch-mic-splitter-jensen-transformers-ra-ox8-j
Radial Engineering,RA-OX8-R,"Radial OX8-R - 8 channel mic splitter with Eclipse isolation transformers, D-subs & XLRs ",EACH,"$1,825.43","$2,099.25","$2,799.00",S,https://amber.co.nz/rackmount-8-ch-mic-splitter-radial-transformers-ra-ox8-r
Radial Engineering,RA-P-CLAMP,Radial P-CLAMP - Flanged DI Mounting Adapter,EACH,$84.13,$96.75,$129.00,S,https://amber.co.nz/flanged-di-mounting-adaptor
Radial Engineering,RA-POWER-1,Surge Suppressor & Power Conditioner,EACH,$208.04,$239.25,$319.00,S,https://amber.co.nz/radial-power-1-surge-suppresso-and-power-conditioner
Radial Engineering,RA-PRO48,"Radial PRO48 -  Active DI, compact design, 48V phantom powered  ",EACH,$188.48,$216.75,$289.00,S,https://amber.co.nz/active-direct-box-compact-design-48v-phantom-powered
Radial Engineering,RA-PROAV1,"Radial PROAV1 - Passive 1 channel multimedia DI with RCA, 3.5mm, XLR, 1/4"" connectors   ",EACH,$221.09,$254.25,$339.00,S,https://amber.co.nz/ra-proav1-passive-1-channel-multimedia-di-with-rca-3-5mm-xlr-1-4-con
Radial Engineering,RA-PROAV2,"Radial PROAV2 -  Passive stereo multimedia DI with RCA, 3.5mm, XLR, 1/4"" connectors   ",EACH,$318.91,$366.75,$489.00,S,https://amber.co.nz/ra-proav2-passive-stereo-multimedia-di-r800-1115
Radial Engineering,RA-PROD2,"Radial PROD2 -  Passive 2 channel DI, compact design with 2 Radial transformers   ",EACH,$292.83,$336.75,$449.00,S,https://amber.co.nz/ra-prod2-passive-2-channel-di-compact-r800-1102
Radial Engineering,RA-PROD8,"Radial PROD8 - Passive 8 channel DI, Radial transformers, 19"" rack-mount - 1 RU",EACH,"$1,760.22","$2,024.25","$2,699.00",S,https://amber.co.nz/pro-d8-passive-8-channel-di-radial-transformers-19-rackmount-1ru
Radial Engineering,RA-PRODI,"Radial PRODI -  Passive DI, compact design with Radial transformer   ",EACH,$195.00,$224.25,$299.00,S,https://amber.co.nz/ra-prodi-passive-direct-box-compact-design-with-radial-transformer
Radial Engineering,RA-PRO-ISO,Passive stereo +4dB balanced to -10dB converter with RCA R800 1150,EACH,$286.30,$329.25,$439.00,S,https://amber.co.nz/balanced-4db-to-10db-unbala-nced-passive-stereo-converter-voice-range
Radial Engineering,RA-PRO-MS2,"Radial PROMS2 -  Mic splitter, passive with 1-input, 2-direct outs & 1 Eclipse isolated output  ",EACH,$227.61,$261.75,$349.00,S,https://amber.co.nz/passive-balanced-mic-splitter-1-in-2-out-r800-1122-00
Radial Engineering,RA-PRORMP,Radial PRORMP -  Passive re-amping device with custom transformer ,EACH,$195.00,$224.25,$299.00,S,https://amber.co.nz/pro-rmp-passive-re-amping-device-with-custom-transformer
Radial Engineering,RA-PZ-DELUXE,Radial PZ DELUXE - Acoustic instrument preamp w/parametric EQ and built-in Radial DI,EACH,$423.26,$486.75,$649.00,S,https://amber.co.nz/pz-deluxe-acoustic-instrument-preamp
Radial Engineering,RA-PZ-DI,Radial PZ-DI - Active DI for piezo and acoustic,EACH,$423.26,$486.75,$649.00,S,https://amber.co.nz/acoustic-instrument-di-r800-3005
Radial Engineering,RA-PZ-PRE,Radial PZ-PRE - Acoustic Instrument Preamp,EACH,$566.74,$651.75,$869.00,S,https://amber.co.nz/acoustic-instrument-preamp-2ch-w-eq-and-notch-filter-psu-r800-7085
Radial Engineering,RA-PZ-PRO,"Radial PZ PRO - Acoustic instrument preamp, 2 ch w/dual EQ, 48V mic in, Radial DI",EACH,$912.39,"$1,049.25","$1,399.00",S,https://amber.co.nz/acoustic-instrument-preamp-2ch-with-dual-eq-and-48v
Radial Engineering,RA-R15DC1A-OZ,R800 9409 04 PSU for JX44 JX44 requires 2 PSU - 15V 1A,EACH,$51.52,$59.25,$79.00,S,https://amber.co.nz/r800-9409-04-psu-for-jx44-jx44-requires-2-psu--15v-1a
Radial Engineering,RA-R42DC-OZ,RADIAL 21VDC-220V POWER SUPPLY - For Radial & Tonebone,EACH,$123.26,$141.75,$189.00,S,https://amber.co.nz/power-supply-21-vdc-220v-for-radial-and-tonebone-products
Radial Engineering,RA-RACKSET,Large Mounting screws - Box of 12 - for rack mount equipme R700 9104 Box of 12,EACH,$64.57,$74.25,$99.00,S,https://amber.co.nz/rackset
Radial Engineering,RA-REAMP-HP,Radial REAMP HP - Reamper for computer/interface,EACH,$142.83,$164.25,$219.00,S,https://amber.co.nz/reamper-for-computer~interface
Radial Engineering,RA-REAMP-JCR,Radial REAMP JCR - The Original John Cuniberty Re-amp box re-invented ,EACH,$364.56,$419.25,$559.00,S,https://amber.co.nz/reamp-jcr-r800-1030-00
Radial Engineering,RA-REAMP-STN,Radial REAMP STATION - Combination Active Direct Box and JCR,EACH,$671.09,$771.75,"$1,029.00",S,https://amber.co.nz/reamp-station
Radial Engineering,RA-RELAY-XO,"Radial RELAY XO - Balanced AB wireless signal router, may be remotely controlled ",EACH,$429.78,$494.25,$659.00,S,https://amber.co.nz/relay-xo-1-in-2-out-audio-switcher-route-any-balanced-signal-to-2-outs-psu-inc
Radial Engineering,RA-SA19-RA,Radial SA Series Rack Adapter,EACH,$116.74,$134.25,$179.00,S,https://amber.co.nz/rack-adaptor-for-sa-series-and-firefly
Radial Engineering,RA-SAT-2,"SAT-2. Passive 2 channel balanced stereo attenuator. 1/4"" and XLR connectors.",EACH,$273.26,$314.25,$419.00,S,https://amber.co.nz/sat-2-passive-2-channel-balanced-stereo-attenuator-1-4-and-xlr-connectors
Radial Engineering,RA-SB-1,"Radial SB-1 - Compact Active DI for acoustic guitar, pad, 48V phantom powered ",EACH,$136.30,$156.75,$209.00,S,https://amber.co.nz/ra-sb-1-active-direct-box-for-acoustic-guitar-r800-0110-00
Radial Engineering,RA-SB-2,"Radial SB-2 - Compact passive DI for bass, keyboards & active instruments ",EACH,$136.30,$156.75,$209.00,S,https://amber.co.nz/ra-sb-2-passive-direct-box-for-bass-and-keys
Radial Engineering,RA-SB-4,"Radial SB-4 - Compact active DI for piezo pickups, low-cut filter, 48V phantom ",EACH,$149.35,$171.75,$229.00,S,https://amber.co.nz/active-di-box-for-piezo-transducers-with-low-cut-filter-r800-0140-00
Radial Engineering,RA-SB-48,Radial SB-48 - Compact Stereo In-Line 48V Phantom Power Supply                              ,EACH,$247.17,$284.25,$379.00,S,https://amber.co.nz/stagebug-phantom-power-supply-48v-12v-switchable-output
Radial Engineering,RA-SB-5,Radial SB-5 - Compact Stereo DI for computers with sidewinder attached cable,EACH,$175.43,$201.75,$269.00,S,https://amber.co.nz/sb-5-sidewinter-laptop-di-passive-stereo-di-for-computers-r800-0150-00
Radial Engineering,RA-SB-5W,"Radial SB5W - Wall-mount stereo DI, passive fits in single gang receptacle                      ",EACH,$227.61,$261.75,$349.00,S,https://amber.co.nz/wall-mount-stereo-passive-di-r800-0155
Radial Engineering,RA-SB-6,Radial SB-6 - Isolator for balanced and unbalanced signals,EACH,$214.57,$246.75,$329.00,S,https://amber.co.nz/compact-stereo-isolator-for-ba-unbalanced-signals-passive-r800-0160
Radial Engineering,RA-SGI,Radial SGI - Active Class-A Studio Guitar Interface with TX and RX modules. PSU included ,EACH,$475.43,$546.75,$729.00,S,https://amber.co.nz/active-class-a-studio-guitar-interface-with-tx-and-rxmodels-psu-included
Radial Engineering,RA-SHOTGUN,Radial SHOTGUN - Stereo 4 Channel Amp Driver,EACH,$318.91,$366.75,$489.00,S,https://amber.co.nz/shotgun-stereo-4-channel-amp-driver
Radial Engineering,RA-STUDIO-Q,"Studio talkback interface with built-in mic, external mic input and program input",EACH,$495.00,$569.25,$759.00,S,https://amber.co.nz/studio-q-studio-talkback-interface-with-built-in-mic-ext-mic-input-and-program-input
Radial Engineering,RA-SW4,Radial SW4  Balanced stereo 4-Channel AB input switcher with summed outputs and PFL,EACH,"$2,477.61","$2,849.25","$3,799.00",S,https://amber.co.nz/sw4-4-channel-balanced-ab-input-switcher-with-summing-and-pfl-r800-8110-00
Radial Engineering,RA-SW8-MK2,"Radial SW8-MK2 - 8-ch backing track switcher with D-Subs & 1/4"" inputs and  isolated DI outs",EACH,"$2,281.96","$2,624.25","$3,499.00",S,https://amber.co.nz/ra-sw8-mk2-8-channel-line-level-auto-switcher
Radial Engineering,RA-SW8-USB,Radial SW8-USB - Dual USB in w/ separate 24bit/192k D / A converter cards,EACH,"$3,521.09","$4,049.25","$5,399.00",S,https://amber.co.nz/8-ch-rackmount-switcher-with-usb
Radial Engineering,RA-SWITCHBONE-V2,Radial SWITCHBONE V2 - ABY/C Amp Selector and Booster,EACH,$671.09,$771.75,"$1,029.00",S,https://amber.co.nz/switchbone-v2-abc-y-switcher-class-a-with-smart-leds-power-booster-and-tuner-out
Radial Engineering,RA-THUMBSET,Radial THUMBSET,EACH,$30.00,$34.50,$46.00,I,https://amber.co.nz/thumbset-set-of-12-thumbscrews-for-500-series-r700-9100
Radial Engineering,RA-TRIM2,"Radial TRIM-TWO - Passive DI for laptops, smart-phones, tablets etc.",EACH,$292.83,$336.75,$449.00,S,https://amber.co.nz/ra-trim2-passive-2-channel-di-with-level-trim
Radial Engineering,RA-TWIN-CITY,Radial TWIN-CITY - Class-A active ABY switcher,EACH,$318.91,$366.75,$489.00,S,https://amber.co.nz/ra-twin-city-compact-aby-switcher-with-activebuffering-and-drag-control
Radial Engineering,RA-TWIN-ISO,"Radial TWIN-ISO - Line level isolator, passive 2 ch balanced with high performance transformers ",EACH,$475.43,$546.75,$729.00,S,https://amber.co.nz/line-level-isolator-passive-2-channel-balanced-with-jensen-transformers
Radial Engineering,RA-USB-PRO,"Radial USB-PRO - Stereo DI for USB Source, level control, mono sum, headphone out  ",EACH,$403.70,$464.25,$619.00,S,https://amber.co.nz/ra-usb-pro-stereo-di-for-usb-sourcce-level-ctr-mono-sum-hpout
Radial Engineering,RA-VOCO-LOCO,Effects Interface for Vocals Mic Pre with 48V Phantom & Effects Loop,EACH,$521.09,$599.25,$799.00,S,https://amber.co.nz/effects-interface-for-vocals-mic-pre-with-48v-phantom-and-effects-loop
Radial Engineering,RA-X-AMP,"Radial X-AMP -  Active class-A re-amping device, dual output. PSU included.  ",EACH,$358.04,$411.75,$549.00,S,https://amber.co.nz/ra-x-amp-active-class-a-reamping-device-dual-output-psu-included
Rean,NU-BRT-L,TINY xlr bushing and chuck for cable diameters 4.0 - 5.0mm,EACH,$0.61,$0.70,$1.00,S,https://amber.co.nz/tiny-xlr-bushing-and-chuck-for-4-to-5mm-cable-diameter
Rean,NU-NSB1A-8/4,Stage box kit 8in(XLRF/send) 4out(XLRM/return),B010,$980.00,"$1,127.00","$1,610.00",I,https://amber.co.nz/stage-box-kit-8-x-female-xlr-4-x-male-xlr
Rean,NU-NSB1B-8/0,Stage box kit 8in(XLRF/send),B010,$779.13,$896.00,"$1,280.00",I,https://amber.co.nz/stage-box-kit-8-x-female-xlr-only
Rean,NU-NSB1C-8/0,Stage box kit 8in(XLRF/send),B010,$742.61,$854.00,"$1,220.00",I,https://amber.co.nz/stage-box-kit-8-x-female-xlr-only-nu-nsb1c-8-0
Rean,NU-NSB2A-20/4,Stage box kit 20in(XLRF/send) 4out(XLRM/return),B010,"$1,509.56","$1,736.00","$2,480.00",I,https://amber.co.nz/NU-NSB2A-20_4
Rean,NU-NSB2B-12/4,Stage box kit 12in(XLRF/send) 4out(XLRM/return),B010,"$1,302.61","$1,498.00","$2,140.00",I,https://amber.co.nz/stage-box-kit-12x-female-xlr-4x-male-xlr
Rean,NU-NSB2C-12/4,Stage box kit 12in(XLRF/send) 4out(XLRM/return),B010,"$1,284.35","$1,477.00","$2,110.00",I,https://amber.co.nz/stage-box-kit-12-x-female-xlr-4-x-male-xlr-nu-nsb2c-12-4
Rean,NU-NSB3A-32/4,Stage box kit 32in(XLRF/send) 4out(XLRM/return),EACH,"$2,130.43","$2,450.00","$3,500.00",I,https://amber.co.nz/stage-box-kit-32-x-female-xlr-4-x-male-xlr
Rean,NU-NSB3B-20/4,Stage box kit 20in(XLRF/send) 4out(XLRM/return),B010,"$1,753.05","$2,016.00","$2,880.00",I,https://amber.co.nz/NU-NSB3B-20/4
Rean,NU-NSB3C-20/4,Stage box kit 20in(XLRF/send) 4out(XLRM/return),B010,"$1,661.74","$1,911.00","$2,730.00",I,https://amber.co.nz/NU-NSB3C-20/4
Rean,NU-NSB4A-40/8,Stage box kit 40in(XLRF/send) 8out(XLRM/return),B010,"$3,043.48","$3,500.00","$5,000.00",I,https://amber.co.nz/stage-box-kit-40-x-female-xlr-8-x-male-xlr
Rean,NU-NYS201,"MONO JACK PLUG, ALL METAL COMP S/CRAFT 280 1/4"" (6.5MM) JACK PLUGS",EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/mono-jack-plug-all-metal-comp-s-craft-280-1-4-6-5mm-jack-plugs
Rean,NU-NYS202,"STEREO JACK PLUG, ALL METAL COMP S/CRAFT 297 1/4"" (6.5MM) JACK PLUGS",EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/stereo-jack-plug-all-metal-comp-s-craft-297-1-4-6-5mm-jack-plugs
Rean,NU-NYS204,"REAN 6.35mm 1/4"" 3 pole stereo TRS plug",EACH,$1.83,$2.10,$3.00,S,https://amber.co.nz/NU-NYS204
Rean,NU-NYS207,"RIGHT-ANGLE JACK PLUG - MONO METAL 1/4"" (6.5MM) JACK PLUGS",EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/right-angle-jack-plug-mono-metal-1-4-6-5mm-jack-plugs
Rean,NU-NYS208,RIGHT-ANGLE JACK PLUG - STEREO METAL 1/4' (6.5MM) JACK PLUGS,EACH,$3.05,$3.50,$5.00,S,https://amber.co.nz/right-angle-jack-plug-stereo-metal-1-4-6-5mm-jack-plugs
Rean,NU-NYS216,"6.35mm TRS socket, switched contacts, horizontal PCB mount plastic nut",EACH,$0.61,$0.70,$1.00,I,https://amber.co.nz/NU-NYS216
Rean,NU-NYS2202,"6.35mm TS socket, metal, long threaded bushing with nut & washer for acoustic guitars",EACH,$3.05,$3.50,$5.00,I,https://amber.co.nz/NU-NYS2202
Rean,NU-NYS2203,6.35mm TRS threaded for thick panels,1000,"$2,848.70","$3,276.00","$4,680.00",I,https://amber.co.nz/stereo-threaded-type-for-acoustic-guitar
Rean,NU-NYS224,"MONO JACK PLUG, ALL METAL COMP S/CRAFT 285 1/4"" (6.5MM) JACK PLUGS",EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/mono-jack-plug-all-metal-comp-s-craft-285-1-4-6-5mm-jack-plugs
Rean,NU-NYS224L,"MONO JACK PLUG, ALL METAL WITH 9.5MM CABLE OUTLET COMP S/CRAFT 285L",EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/mono-jack-plug-all-metal-with-9-5mm-cable-outlet-comp-s-craft-285l
Rean,NU-NYS225,"MONO JACK PLUG, ALL METAL LARGE DIAMETER FOR SPEAKER CABLE",EACH,$3.65,$3.65,$6.00,S,https://amber.co.nz/mono-jack-plug-all-metal-large-diameter-for-speaker-cable
Rean,NU-NYS225S,"6.35mm TS plug, large shell for guitar cable, silent - tip to ground if not inserted",EACH,$4.26,$4.90,$7.00,I,https://amber.co.nz/NU-NYS225S
Rean,NU-NYS226,"PRO 3.5MM MINI JACK PLUG MONO, METAL SHELL",EACH,$1.83,$2.10,$3.00,S,https://amber.co.nz/pro-3-5mm-mini-jack-plug-mono-metal-shell
Rean,NU-NYS226BG,PRO 3.5MM MINI JACK PLUG MONO WITH BLACK SHELL AND GOLD CONTACTS,EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/pro-3-5mm-mini-jack-plug-mono-with-black-shell-and-gold-contacts
Rean,NU-NYS228,"STEREO JACK PLUG, ALL METAL COMP SWITCHCRAFT 297",EACH,$3.65,$4.20,$6.00,S,https://amber.co.nz/stereo-jack-plug-all-metal-comp-switchcraft-297
Rean,NU-NYS229,"OPEN STYLE, 2-CONTACT COMP SWITCHCRAFT 11 1/4"" JACK RECEPTACLES",EACH,$1.83,$2.10,$3.00,S,https://amber.co.nz/open-style-2-contact-comp-switchcraft-11-1-4-jack-receptacles
Rean,NU-NYS230,3 pole open 6.35mm TRS jack,EACH,$4.26,$4.90,$7.00,I,https://amber.co.nz/open-style-3-contact-comp-switchcraft-12b
Rean,NU-NYS231,"PRO 3.5MM MINI JACK PLUG STEREO, METAL SHELL",EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/pro-3-5mm-mini-jack-plug-stereo-metal-shell
Rean,NU-NYS231BG,"3.5mm TRS plug, black metal handle, gold contacts",EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/pro-3-5mm-mini-jack-plug-stereo-with-black-shell-and-gold-contacts
Rean,NU-NYS231BG-LL,"3.5mm TRS plug, black metal shell accepts cable up to 8mm OD, gold contacts",EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/NU-NYS231BG-LL
Rean,NU-NYS231L,PRO 3.5MM MINI JACK PLUG WITH LARGER 6MM CABLE OUTLET,EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/pro-3-5mm-mini-jack-plug-with-larger-6mm-cable-outlet
Rean,NU-NYS231LBG,"STEREO 3.5MM MINI JACK PLUG W/ BLACK SHELL AND GOLD PLATED CONTACTS, 6MM CABLE OUTLET",EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/stereo-3-5mm-mini-jack-plug-w-black-shell-and-gold-plated-contacts-6mm-cable-outlet
Rean,NU-NYS236,6.35mm cable joiner TS,EACH,$3.04,$3.50,$5.00,I,https://amber.co.nz/NU-NYS236
Rean,NU-NYS238,"1/4"" FEMALE JACK-JACK JOINER STEREO",EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/1-4-female-jack-jack-joiner-stereo
Rean,NU-NYS240,STEREO 3.5MM INLINE RECEPTACLE METAL SHELL,EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/stereo-3-5mm-inline-receptacle-metal-shell
Rean,NU-NYS240BG,STEREO 3.5MM IN-LINE RECEP. WITH BLACK METAL HANDLE GOLD PLATED CONTACTS,EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/stereo-3-5mm-in-line-recep-with-black-metal-handle-gold-plated-contacts
Rean,NU-NYS240L,"SAME AS NYS204 WITH LARGE CABLE OUTLET, MAX CABLE OD 6MM",EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/same-as-nys204-with-large-cable-outlet-max-cable-od-6mm
Rean,NU-NYS322G,5-PIN (180') DIN MALE LINE CONNECTOR METAL SHELL WITH GOLD PLATED CONTACTS,EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/5-pin-180-din-male-line-connector-metal-shell-with-gold-plated-contacts
Rean,NU-NYS352,METAL RCA PHONO PLUG MALE,EACH,$1.83,$2.10,$3.00,S,https://amber.co.nz/metal-rca-phono-plug-male
Rean,NU-NYS352BG,METAL PHONO RCA PLUG MALE GOLD PLATED CONTACTS AND BLACK SHELL,EACH,$2.43,$2.80,$4.00,S,https://amber.co.nz/metal-phono-rca-plug-male-gold-plated-contacts-and-black-shell
Rean,NU-NYS367-0,"Bulkhead mount RCA gold plated, solder, black ID",EACH,$3.65,$4.20,$6.00,I,https://amber.co.nz/NU-NYS367-0
Rean,NU-NYS367-2,"Bulkhead mount RCA gold plated, solder, red ID",EACH,$3.65,$4.20,$6.00,I,https://amber.co.nz/NU-NYS367-2
Rean,NU-NYS367-4,"Bulkhead mount RCA gold plated, solder, yellow ID",EACH,$3.65,$4.20,$6.00,I,https://amber.co.nz/NU-NYS367-4
Rean,NU-NYS367-5,"Bulkhead mount RCA gold plated, solder, green ID",EACH,$3.65,$4.20,$6.00,I,https://amber.co.nz/NU-NYS367-5
Rean,NU-NYS367-6,"Bulkhead mount RCA gold plated, solder, blue ID",EACH,$3.65,$4.20,$6.00,I,https://amber.co.nz/NU-NYS367-6
Rean,NU-NYS367-9,"Bulkhead mount RCA gold plated, solder, white ID",EACH,$3.65,$4.20,$6.00,I,https://amber.co.nz/NU-NYS367-9
Rean,NU-NYS373-0,DELUXE METAL RCA PHONO PLUG MALE GOLD PLATED CONTACTS BLACK,EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/deluxe-metal-rca-phono-plug-male-gold-plated-contacts-black
Rean,NU-NYS373-2,DELUXE METAL PHONO RCA PLUG MALE GOLD PLATED CONTACTS RED,EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/deluxe-metal-phono-rca-plug-male-gold-plated-contacts-red
Rean,NU-NYS373-9,DELUXE METAL PHONO RCA PLUG MALE GOLD PLATED CONTACTS WHITE,EACH,$3.04,$3.50,$5.00,S,https://amber.co.nz/deluxe-metal-phono-rca-plug-male-gold-plated-contacts-white
Rean,NU-NYS-SPP-L1,"6.35mm TRS patch panel 19"" rackmount",EACH,$115.04,$132.30,$189.00,S,https://amber.co.nz/1-4-t-r-s-type-1u-high-2-rows-of-24-sockets-f-and-r-select-switching-fully-pcb-wir
Rean,NU-RC3F,REAN 3 pin XLR female cable connector nickel,EACH,$3.05,$3.50,$5.00,S,https://amber.co.nz/rean-3-pin-xlr-female-cable-connector-nickel
Rean,NU-RC3F-B,REAN 3 pin XLR female cable connector black/gold,EACH,$3.65,$4.20,$6.00,S,https://amber.co.nz/rean-3-pin-xlr-female-cable-connector-black~gold
Rean,NU-RC3F-BAG,REAN 3 pin XLR female cable connector black/silver,EACH,$3.05,$3.50,$5.00,S,https://amber.co.nz/rean-3-pin-xlr-female-cable-connector-black~silver
Rean,NU-RC3F-BAG-D,REAN RC3F-BAG D pack,B100,$273.91,$315.00,$450.00,I,https://amber.co.nz/rean-rc3f-bag-d-pack
Rean,NU-RC3F-B-D,REAN RC3F-B D pack,B100,$328.70,$378.00,$540.00,I,https://amber.co.nz/rean-rc3f-b-d-pack
Rean,NU-RC3F-D,REAN RC3F D pack,B100,$273.91,$315.00,$450.00,S,https://amber.co.nz/rean-rc3f-d-pack
Rean,NU-RC3FDL,REAN 3 pin XLR female panel mount nickel,EACH,$2.44,$2.80,$4.00,S,https://amber.co.nz/rean-3-pin-xlr-female-panel-mount-nickel
Rean,NU-RC3FDL-B,REAN 3 pin XLR female panel mount black,EACH,$3.05,$3.50,$5.00,S,https://amber.co.nz/rean-3-pin-xlr-female-panel-mount-black
Rean,NU-RC3FR,REAN 3 pin XLR right angle female cable connector nickel,EACH,$5.48,$6.30,$9.00,S,https://amber.co.nz/rean-3-pin-xlr-right-angle-female-cable-connector-nickel
Rean,NU-RC3M,REAN 3 pin XLR male cable connector nickel,EACH,$2.44,$2.80,$4.00,S,https://amber.co.nz/rean-3-pin-xlr-male-cable-connector-nickel
Rean,NU-RC3M-B,REAN 3 pin XLR male cable connector black/gold,EACH,$3.05,$3.50,$5.00,S,https://amber.co.nz/rean-3-pin-xlr-male-cable-connector-black~gold
Rean,NU-RC3M-BAG,REAN 3 pin XLR male cable connector black/silver,EACH,$2.44,$2.80,$4.00,S,https://amber.co.nz/rean-3-pin-xlr-male-cable-connector-black~silver
Rean,NU-RC3M-BAG-D,REAN RC3M-BAG D pack,B100,$219.13,$252.00,$360.00,I,https://amber.co.nz/rean-rc3m-bag-d-pack
Rean,NU-RC3M-B-D,REAN RC3M-B D pack,B100,$273.91,$315.00,$450.00,S,https://amber.co.nz/rean-rc3m-b-d-pack
Rean,NU-RC3M-D,REAN RC3M D pack,B100,$219.13,$252.00,$360.00,S,https://amber.co.nz/rean-rc3m-d-pack
Rean,NU-RC3MDL,REAN 3 pin XLR male panel mount nickel,EACH,$2.44,$2.80,$4.00,S,https://amber.co.nz/rean-3-pin-xlr-male-panel-mount-nickel
Rean,NU-RC3MDL-B,REAN 3 pin XLR male panel mount black,EACH,$3.05,$3.50,$5.00,S,https://amber.co.nz/rean-3-pin-xlr-male-panel-mount-black
Rean,NU-RC3MR,REAN 3 pin XLR right angle male cable connector nickel,EACH,$5.48,$6.30,$9.00,S,https://amber.co.nz/rean-3-pin-xlr-right-angle-male-cable-connector-nickel
Rean,NU-RC5F,REAN 5 pin XLR female cable connector nickel,EACH,$3.65,$4.20,$6.00,S,https://amber.co.nz/rean-5-pin-xlr-female-cable-connector-nickel
Rean,NU-RC5F-B,REAN 5 pin XLR female cable connector black/gold,EACH,$5.48,$6.30,$9.00,S,https://amber.co.nz/rean-5-pin-xlr-female-cable-connector-black~gold
Rean,NU-RC5F-BAG,REAN 5 pin XLR female cable connector black/silver,EACH,$4.26,$4.90,$7.00,S,https://amber.co.nz/rean-5-pin-xlr-female-cable-connector-black~silver
Rean,NU-RC5F-D,REAN RC5F D pack,B100,$328.70,$378.00,$540.00,I,https://amber.co.nz/rean-rc5f-d-pack
Rean,NU-RC5FDL,REAN 5 pin XLR female panel mount nickel,EACH,$4.26,$4.90,$7.00,S,https://amber.co.nz/rean-5-pin-xlr-female-panel-mount-nickel
Rean,NU-RC5FDL-B,REAN 5 pin XLR female panel mount black,EACH,$4.87,$5.60,$8.00,S,https://amber.co.nz/rean-5-pin-xlr-female-panel-mount-black
Rean,NU-RC5M,REAN 5 pin XLR male cable connector nickel,EACH,$3.05,$3.50,$5.00,S,https://amber.co.nz/rean-5-pin-xlr-male-cable-connector-nickel
Rean,NU-RC5M-B,REAN 5 pin male XLR cable connector black/gold,EACH,$3.65,$4.20,$6.00,S,https://amber.co.nz/rean-5-pin-male-xlr-cable-connector-black~gold
Rean,NU-RC5M-BAG,REAN 5 pin XLR male cable connector black/silver,EACH,$3.65,$4.20,$6.00,S,https://amber.co.nz/rean-5-pin-xlr-male-cable-connector-black~silver
Rean,NU-RC5M-D,REAN RC5M D pack,B100,$273.91,$315.00,$450.00,I,https://amber.co.nz/rean-rc5m-d-pack
Rean,NU-RC5MDL,REAN 5 pin XLR male panel mount nickel,EACH,$3.65,$4.20,$6.00,S,https://amber.co.nz/rean-5-pin-xlr-male-panel-mount-nickel
Rean,NU-RC5MDL-B,REAN 5 pin XLR male panel mount black,EACH,$4.26,$4.90,$7.00,S,https://amber.co.nz/rean-5-pin-xlr-male-panel-mount-black
Rean,NU-RCEM-Z-000-0,REAN RJ45 cable carrier IP65 nickel,B100,$219.13,$252.00,$360.00,S,https://amber.co.nz/rean-rj45-cable-carrier-ip65-nickel
Rean,NU-RCX3F-Z-000-0,REAN 3 pin female XLR cable connector IP65 nickel,B100,$368.26,$423.50,$605.00,I,https://amber.co.nz/rean-3-pin-female-xlr-cable-connector-ip65-nickel
